#,impact,delaydays,openeddate,type,discussion,repetition,perofdelay,workload,priority,no_comment,no_priority_change,no_fixversion,no_fixversion_change,no_issuelink,no_blocking,no_blockedby,no_affectversion,reporterrep,no_des_change,topic_10,topic_100,topic_200,topic_300,topic_400
200,Nondelay,0,2007-05-10 00:00:00,Bug,2,0,0,0,Major,3,0,1,1,0,0,0,1,0,0,6,28,57,299,102
201,Nondelay,0,2007-05-10 00:00:00,Bug,5,0,0,28,Major,3,0,1,1,0,0,0,0,0.15384615384615385,0,10,73,199,220,225
202,Nondelay,0,2007-05-10 00:00:00,Bug,0,0,0,3,Major,2,0,1,1,0,0,0,1,0,0,6,99,198,265,167
203,Nondelay,0,2007-05-10 00:00:00,Bug,26,1,0,6,Critical,5,1,1,3,0,0,0,1,0.15384615384615385,0,9,99,159,105,355
204,Nondelay,0,2007-05-10 00:00:00,Bug,2,1,0,0,Minor,3,0,1,1,0,0,0,1,0,0,6,44,55,283,386
205,Nondelay,0,2007-05-10 00:00:00,Bug,2,0,0,0,Major,2,0,1,1,0,0,0,1,0,0,6,95,173,198,375
206,Nondelay,0,2007-05-10 00:00:00,Bug,2,0,0,0,Critical,2,1,1,1,0,0,0,1,0,0,8,63,75,298,114
207,Nondelay,0,2007-05-10 00:00:00,Bug,2,0,0,0,Blocker,3,1,1,1,0,0,0,1,0,0,4,63,178,139,286
208,Nondelay,0,2007-05-10 00:00:00,Bug,2,0,0,0,Major,2,0,1,1,0,0,0,1,0,0,6,28,57,299,102
209,Nondelay,0,2007-05-11 00:00:00,Bug,2,0,0,0,Major,3,0,1,1,0,0,0,1,0,0,7,98,174,275,377
210,Nondelay,0,2007-05-11 00:00:00,Bug,1,0,0,0,Major,2,0,1,2,0,0,0,1,0,0,7,98,57,211,377
211,Nondelay,0,2007-05-13 00:00:00,NewFeature,264,2,0,1,Major,6,0,1,4,0,0,0,1,0,0,9,60,176,211,366
212,Nondelay,0,2007-05-13 00:00:00,Improvement,1,0,0,0,Major,2,0,1,1,0,0,0,0,0,0,9,74,166,232,168
213,Nondelay,0,2007-05-13 00:00:00,Bug,0,0,0,0,Major,2,0,1,1,0,0,0,1,0,0,4,91,185,221,379
214,Nondelay,0,2007-05-13 00:00:00,Improvement,8,1,0,10,Blocker,4,0,1,1,0,0,0,0,0.45,0,7,11,71,258,349
215,Nondelay,0,2007-05-14 00:00:00,Bug,1,0,0,3,Major,3,0,1,1,0,0,0,1,0,1,8,98,120,271,375
216,Nondelay,0,2007-05-14 00:00:00,Bug,1,0,0,0,Critical,2,0,1,1,0,0,0,1,0,0,6,52,199,298,278
217,Nondelay,0,2007-05-14 00:00:00,Bug,2,0,0,0,Major,3,0,1,1,0,0,0,1,0,0,7,96,172,266,13
218,Nondelay,0,2007-05-14 00:00:00,Bug,1,0,0,3,Blocker,2,1,1,1,0,0,0,1,0.125,1,6,2,178,179,271
219,Nondelay,0,2007-05-14 00:00:00,Improvement,1,0,0,0,Minor,3,0,1,1,0,0,0,0,0.6666666666666666,0,1,99,116,275,373
220,Nondelay,0,2007-05-14 00:00:00,NewFeature,1,0,0,28,Minor,1,0,1,1,0,0,0,0,0.42857142857142855,0,8,77,23,269,303
221,Nondelay,0,2007-05-14 00:00:00,NewFeature,3,0,0,28,Major,1,0,1,1,0,0,0,0,0.42857142857142855,0,8,98,186,52,103
222,Nondelay,0,2007-05-14 00:00:00,Bug,0,0,0,0,Major,2,0,1,1,0,0,0,1,0,0,6,63,178,139,286
223,Nondelay,0,2007-05-15 00:00:00,Bug,0,0,0,2,Critical,2,0,1,1,0,0,0,1,0.09090909090909091,0,4,65,192,70,155
224,Nondelay,0,2007-05-15 00:00:00,Bug,0,0,0,0,Minor,2,0,1,1,0,0,0,1,0,0,7,64,116,24,123
225,Nondelay,0,2007-05-15 00:00:00,Bug,1,0,0,0,Major,2,0,1,1,0,0,0,1,0,0,6,73,162,194,347
226,Nondelay,0,2007-05-15 00:00:00,Bug,1,0,0,0,Trivial,2,0,1,1,0,0,0,1,0,0,7,1,189,155,48
227,Nondelay,0,2007-05-15 00:00:00,Bug,0,0,0,0,Minor,2,0,1,1,0,0,0,1,0,0,8,36,196,71,274
228,Nondelay,0,2007-05-15 00:00:00,Bug,1,0,0,0,Major,3,0,1,1,0,0,0,0,0,0,10,99,159,233,125
229,Nondelay,0,2007-05-15 00:00:00,Bug,1,0,0,5,Major,2,0,1,1,0,0,0,1,0.09090909090909091,0,8,63,64,298,272
230,Nondelay,0,2007-05-15 00:00:00,Bug,1,0,0,0,Minor,2,0,1,1,0,0,0,1,0,0,7,98,171,205,98
231,Nondelay,0,2007-05-15 00:00:00,Bug,1,0,0,0,Minor,3,0,1,1,0,0,0,1,0.09090909090909091,0,8,90,7,186,148
232,Nondelay,0,2007-05-15 00:00:00,Bug,1,0,0,2,Major,2,0,1,1,0,0,0,1,0.09090909090909091,0,3,55,159,17,217
233,medium,17,2007-05-16 00:00:00,Improvement,107,1,0,8,Minor,3,0,1,3,1,0,0,0,0,0,8,26,164,234,237
234,Nondelay,0,2007-05-17 00:00:00,Bug,1,0,0,0,Blocker,2,1,1,1,0,0,0,1,0,1,6,89,116,239,357
235,Nondelay,0,2007-05-17 00:00:00,Bug,63,0,38,12,Minor,1,0,1,1,0,0,0,0,0.625,0,7,64,68,119,131
236,low,2,2007-05-17 00:00:00,Task,22,0,30,6,Minor,1,0,1,1,0,0,0,0,0.5714285714285714,0,10,5,37,147,32
237,low,2,2007-05-17 00:00:00,Improvement,22,0,38,12,Minor,1,0,1,1,0,0,0,0,0.5714285714285714,0,2,23,37,274,317
238,Nondelay,0,2007-05-18 00:00:00,Bug,0,0,0,0,Minor,1,0,1,1,0,0,0,1,0,0,6,99,200,24,207
239,low,4,2007-05-18 00:00:00,Bug,18,0,0,15,Critical,2,0,1,1,0,0,0,1,0.0364963503649635,0,5,89,152,298,11
240,medium,28,2007-05-21 00:00:00,Bug,12,3,0,83,Major,8,0,2,2,0,0,0,1,0,0,6,98,169,298,342
241,Nondelay,0,2007-05-21 00:00:00,Bug,1,1,0,0,Major,4,0,1,1,0,0,0,1,0,0,8,63,64,298,331
242,Nondelay,0,2007-05-21 00:00:00,NewFeature,3,0,0,12,Major,4,0,1,1,1,0,0,0,0.17073170731707318,0,10,65,192,291,320
243,Nondelay,0,2007-05-21 00:00:00,NewFeature,7,1,0,12,Major,5,0,1,1,0,0,0,0,0.17073170731707318,0,9,59,30,241,375
244,Nondelay,0,2007-05-22 00:00:00,Bug,11,3,0,0,Minor,8,0,2,3,0,0,0,1,0.07692307692307693,0,10,55,114,276,295
245,Nondelay,0,2007-05-22 00:00:00,Bug,123,2,0,10,Minor,6,0,1,2,0,0,0,1,0,0,9,74,100,71,319
246,Nondelay,0,2007-05-23 00:00:00,Task,1,0,0,29,Major,1,0,1,0,0,0,0,0,0.4827586206896552,0,2,52,146,146,178
247,Nondelay,0,2007-05-23 00:00:00,NewFeature,1,0,0,29,Major,2,0,1,0,0,0,0,0,0.4827586206896552,0,7,60,186,256,296
248,Nondelay,0,2007-05-23 00:00:00,NewFeature,2,0,0,14,Major,1,0,1,0,0,0,0,0,0.4827586206896552,0,5,89,168,278,296
249,Nondelay,0,2007-05-24 00:00:00,Bug,1,1,0,0,Minor,4,0,1,1,0,0,0,1,0.05263157894736842,0,6,63,64,298,2
250,medium,17,2007-05-25 00:00:00,Improvement,98,1,0,2,Minor,5,0,1,3,0,0,0,2,0,0,9,58,71,143,228
251,Nondelay,0,2007-05-27 00:00:00,Task,8,0,0,0,Major,1,0,1,0,0,0,0,1,0,0,5,88,177,201,116
252,Nondelay,0,2007-05-27 00:00:00,Task,12,0,0,10,Major,1,0,1,0,0,0,0,1,0,0,5,89,187,151,251
253,Nondelay,0,2007-05-28 00:00:00,Improvement,11,0,0,11,Major,1,0,1,0,0,0,0,1,0.034482758620689655,0,5,88,195,297,169
254,medium,19,2007-05-28 00:00:00,Improvement,21,0,0,3,Major,1,0,1,0,0,0,0,1,0.034482758620689655,0,6,80,116,184,383
255,medium,19,2007-05-28 00:00:00,Improvement,21,0,0,3,Major,1,0,1,0,0,0,0,1,0.034482758620689655,0,6,100,99,150,342
256,Nondelay,0,2007-05-28 00:00:00,Bug,135,1,0,8,Minor,5,0,1,3,0,0,0,1,0,0,6,48,173,14,88
257,Nondelay,0,2007-05-29 00:00:00,NewFeature,14,0,0,0,Major,1,0,1,0,0,0,0,0,0.06557377049180328,0,7,16,94,107,93
258,Nondelay,0,2007-05-29 00:00:00,Improvement,14,0,0,12,Major,1,0,1,0,0,0,0,1,0.06557377049180328,0,10,62,187,255,251
259,Nondelay,0,2007-05-29 00:00:00,Improvement,11,0,0,12,Major,1,0,1,0,0,0,0,1,0.06557377049180328,0,5,88,187,201,267
260,Nondelay,0,2007-05-29 00:00:00,Bug,228,2,0,9,Minor,4,0,1,2,0,0,0,1,0,0,9,51,172,88,398
261,Nondelay,0,2007-05-29 00:00:00,Bug,2,0,0,29,Major,2,0,1,1,0,0,0,0,0.13725490196078433,0,8,35,195,264,7
262,Nondelay,0,2007-05-30 00:00:00,Bug,14,0,0,29,Major,0,0,1,1,0,0,0,0,0.42105263157894735,0,9,93,70,251,359
263,Nondelay,0,2007-05-30 00:00:00,Bug,14,0,0,29,Major,0,0,1,1,0,0,0,1,0.42105263157894735,0,8,93,70,294,325
264,Nondelay,0,2007-05-31 00:00:00,Improvement,3,0,0,5,Major,1,0,1,1,0,0,0,1,0.1320754716981132,0,10,95,83,257,384
265,Nondelay,0,2007-05-31 00:00:00,Bug,2,0,0,0,Blocker,3,0,1,1,0,0,0,0,0.1320754716981132,0,5,95,75,263,384
266,Nondelay,0,2007-05-31 00:00:00,Bug,12,0,0,5,Major,1,0,1,0,0,0,0,1,0.0625,0,8,75,87,153,329
267,Nondelay,0,2007-06-03 00:00:00,Bug,12,2,0,0,Minor,7,0,2,2,1,0,0,1,0,0,9,75,200,112,88
268,Nondelay,0,2007-06-03 00:00:00,Bug,6,0,0,14,Major,1,0,1,0,0,0,0,0,0.07692307692307693,0,2,93,70,278,340
269,Nondelay,0,2007-06-04 00:00:00,Bug,3,0,0,0,Minor,2,0,1,1,1,0,0,1,0.21311475409836064,0,8,94,177,194,324
270,Nondelay,0,2007-06-04 00:00:00,NewFeature,0,0,0,0,Blocker,1,1,1,1,0,0,0,1,0.45,0,2,61,23,269,316
271,Nondelay,0,2007-06-04 00:00:00,Improvement,0,0,0,15,Major,0,0,1,1,0,0,0,0,0,0,5,23,185,293,317
272,Nondelay,0,2007-06-06 00:00:00,Bug,2,1,0,0,Major,5,0,1,0,0,0,0,0,0.20634920634920634,0,1,86,10,205,263
273,Nondelay,0,2007-06-06 00:00:00,Bug,3,0,0,0,Major,2,0,1,0,0,0,0,0,0.4634146341463415,0,2,61,67,59,316
274,Nondelay,0,2007-06-06 00:00:00,Bug,0,1,0,0,Minor,3,0,1,1,0,0,0,0,0.03773584905660377,0,3,81,200,50,388
275,high,79,2007-06-06 00:00:00,NewFeature,29,0,60,76,Major,0,5,1,0,0,0,0,1,0.75,0,8,42,196,187,322
276,Nondelay,0,2007-06-06 00:00:00,Bug,3,0,0,22,Major,6,0,1,1,1,0,0,1,0.03773584905660377,1,8,67,8,90,180
277,Nondelay,0,2007-06-07 00:00:00,Improvement,1,0,0,1,Major,1,0,1,0,0,0,0,0,0.4523809523809524,0,2,61,146,193,316
278,low,2,2007-06-07 00:00:00,Bug,10,0,0,32,Major,1,0,1,0,0,0,0,0,0.203125,0,7,81,195,200,387
279,Nondelay,0,2007-06-07 00:00:00,Task,3,0,0,11,Major,2,0,1,0,0,0,0,0,0.203125,0,4,98,178,243,357
280,Nondelay,0,2007-06-07 00:00:00,Improvement,4,0,0,0,Major,2,0,1,0,0,0,0,0,0.203125,0,10,14,134,269,87
281,Nondelay,0,2007-06-07 00:00:00,Task,3,0,0,11,Major,1,0,1,1,0,0,0,0,0.203125,0,7,55,196,198,323
282,Nondelay,0,2007-06-07 00:00:00,Task,3,0,0,11,Major,1,0,1,0,0,0,0,0,0.203125,0,7,95,149,282,314
283,Nondelay,0,2007-06-07 00:00:00,Task,5,0,0,0,Blocker,1,1,1,0,0,0,0,0,0.203125,0,4,35,26,157,113
284,Nondelay,0,2007-06-07 00:00:00,Improvement,3,0,0,0,Major,3,0,1,1,0,0,0,0,0.4523809523809524,0,4,35,26,157,113
285,Nondelay,0,2007-06-08 00:00:00,Bug,1,0,0,0,Blocker,2,0,1,0,1,0,0,0,0.43478260869565216,0,3,46,158,206,307
286,Nondelay,0,2007-06-08 00:00:00,Improvement,2,0,0,4,Major,1,0,1,0,0,0,0,0,0.43478260869565216,0,1,87,180,269,316
287,Nondelay,0,2007-06-08 00:00:00,Improvement,0,0,0,13,Major,1,0,1,0,0,0,0,0,0.22857142857142856,0,4,44,189,288,231
288,Nondelay,0,2007-06-08 00:00:00,Task,1,0,0,0,Major,2,0,1,0,0,0,0,0,0.22857142857142856,0,10,100,141,194,303
289,Nondelay,0,2007-06-08 00:00:00,Bug,0,0,0,2,Minor,3,0,1,1,0,0,0,1,0.05263157894736842,1,6,99,169,233,207
290,Nondelay,0,2007-06-09 00:00:00,Bug,1,0,0,0,Major,2,0,1,0,1,0,0,0,0.2361111111111111,0,5,95,161,71,311
291,Nondelay,0,2007-06-11 00:00:00,Bug,5,0,0,0,Blocker,4,1,1,1,1,0,0,0,0.06896551724137931,0,7,19,159,233,330
292,Nondelay,0,2007-06-11 00:00:00,Bug,1,0,0,5,Major,1,0,1,1,0,0,0,0,0.42857142857142855,0,10,61,134,269,160
293,Nondelay,0,2007-06-11 00:00:00,Improvement,8,0,0,1,Major,1,0,1,0,0,0,0,0,0.42857142857142855,0,1,89,189,262,253
294,Nondelay,0,2007-06-11 00:00:00,Task,1,0,0,0,Major,1,0,1,1,0,0,0,0,0,0,5,82,195,293,349
295,Nondelay,0,2007-06-12 00:00:00,Bug,3,0,0,0,Major,3,0,1,0,0,0,0,0,0.23684210526315788,0,5,17,194,236,289
296,Nondelay,0,2007-06-12 00:00:00,Bug,1,0,0,23,Minor,3,0,1,1,1,0,0,1,0.06557377049180328,1,7,91,140,262,329
297,low,5,2007-06-12 00:00:00,Bug,10,0,0,14,Major,2,0,1,1,0,0,0,1,0.03125,0,7,98,171,205,98
298,Nondelay,0,2007-06-13 00:00:00,Improvement,1,0,0,6,Major,1,0,1,0,0,0,0,0,0.3888888888888889,0,6,85,67,259,256
299,Nondelay,0,2007-06-13 00:00:00,Bug,1,0,0,13,Minor,2,0,1,1,0,0,0,1,0.06153846153846154,1,10,33,131,237,11
300,Nondelay,0,2007-06-13 00:00:00,Bug,1,0,0,13,Blocker,1,0,1,0,0,0,0,1,0,0,2,61,23,269,337
301,Nondelay,0,2007-06-14 00:00:00,Task,4,0,0,0,Major,2,0,1,1,0,0,0,0,0.24050632911392406,0,7,95,24,147,400
302,Nondelay,0,2007-06-14 00:00:00,Task,4,0,0,0,Major,2,0,1,0,0,0,0,0,0.24050632911392406,0,4,80,26,157,113
303,Nondelay,0,2007-06-14 00:00:00,Improvement,1,0,0,15,Major,1,0,1,0,0,0,0,0,0.24050632911392406,0,9,89,199,263,353
304,Nondelay,0,2007-06-14 00:00:00,Improvement,1,0,0,0,Major,2,0,1,0,0,0,0,0,0.24050632911392406,0,3,59,44,50,370
305,Nondelay,0,2007-06-15 00:00:00,NewFeature,1,0,0,0,Blocker,1,0,1,0,0,0,0,0,0.3684210526315789,0,5,77,177,201,271
306,Nondelay,0,2007-06-15 00:00:00,Improvement,60,0,0,1,Minor,1,0,1,2,0,0,0,2,0.8333333333333334,0,8,99,160,295,92
307,low,5,2007-06-15 00:00:00,Bug,9,0,0,79,Blocker,4,1,1,1,0,0,0,1,0.03048780487804878,0,7,98,171,275,263
308,Nondelay,0,2007-06-15 00:00:00,Bug,5,0,0,15,Major,3,0,1,1,3,0,0,1,0.05714285714285714,1,1,55,164,222,325
309,Nondelay,0,2007-06-15 00:00:00,Improvement,1,0,0,7,Blocker,2,0,1,0,0,0,0,0,0.3684210526315789,0,1,13,178,182,354
310,Nondelay,0,2007-06-15 00:00:00,Improvement,4,0,0,7,Minor,2,0,1,0,0,0,0,1,0.3684210526315789,0,2,44,23,269,399
311,Nondelay,0,2007-06-17 00:00:00,Bug,1,0,0,2,Major,0,0,1,1,1,0,0,1,0,0,1,61,23,269,399
312,Nondelay,0,2007-06-17 00:00:00,Bug,4,0,0,2,Major,2,0,1,1,0,0,0,1,0,0,4,81,124,269,389
313,Nondelay,0,2007-06-17 00:00:00,Bug,0,0,0,2,Major,1,0,1,1,1,0,0,1,0,0,1,96,23,269,399
314,Nondelay,0,2007-06-18 00:00:00,Bug,1,0,0,10,Major,3,0,1,0,0,0,0,0,0.24468085106382978,0,4,65,192,263,357
315,Nondelay,0,2007-06-18 00:00:00,Bug,1,0,0,0,Blocker,4,1,1,0,0,0,0,0,0.24468085106382978,0,7,81,105,168,295
316,Nondelay,0,2007-06-18 00:00:00,Bug,1,0,0,29,Critical,2,0,1,1,0,0,0,1,0.24468085106382978,0,3,87,184,218,384
317,Nondelay,0,2007-06-18 00:00:00,Bug,1,0,0,14,Major,2,0,1,3,0,0,0,0,0.05263157894736842,2,1,50,131,242,376
318,Nondelay,0,2007-06-18 00:00:00,Bug,0,0,0,0,Major,2,0,1,1,0,0,0,1,0.029940119760479042,0,8,32,123,255,400
319,Nondelay,0,2007-06-18 00:00:00,Bug,3,0,0,0,Minor,2,0,1,1,0,0,0,1,0,0,8,23,72,264,121
320,Nondelay,0,2007-06-19 00:00:00,Bug,0,0,0,16,Major,0,0,1,1,0,0,0,1,0,1,5,62,126,293,164
321,Nondelay,0,2007-06-19 00:00:00,Bug,2,0,0,0,Major,2,0,1,1,0,0,0,1,0,1,5,23,105,295,337
322,Nondelay,0,2007-06-20 00:00:00,Bug,1,0,0,0,Major,2,0,1,0,0,0,0,0,0.23232323232323232,0,7,89,168,189,209
323,Nondelay,0,2007-06-20 00:00:00,Bug,0,0,0,14,Minor,1,0,1,1,0,0,0,1,0.05,0,1,63,74,162,367
324,Nondelay,0,2007-06-20 00:00:00,Bug,2,0,0,14,Minor,5,0,1,1,0,0,0,1,0.05,0,7,92,53,293,298
325,Nondelay,0,2007-06-20 00:00:00,Bug,2,0,0,0,Major,5,0,1,1,1,0,0,1,0.05,0,10,59,74,228,298
326,Nondelay,0,2007-06-21 00:00:00,Bug,2,0,0,0,Blocker,2,0,1,1,0,0,0,1,0.047619047619047616,0,1,86,172,265,342
327,Nondelay,0,2007-06-21 00:00:00,Bug,4,0,0,0,Minor,1,0,1,1,0,0,0,1,0,0,9,23,181,255,317
328,Nondelay,0,2007-06-21 00:00:00,Bug,1,0,0,0,Major,2,0,1,1,0,0,0,1,0,0,9,23,37,153,317
329,Nondelay,0,2007-06-21 00:00:00,Bug,1,0,0,5,Major,3,0,1,1,0,0,0,1,0,0,5,16,199,5,216
330,Nondelay,0,2007-06-21 00:00:00,Bug,1,0,0,0,Minor,2,0,1,1,0,0,0,1,0,0,2,23,181,58,250
331,Nondelay,0,2007-06-23 00:00:00,Bug,1,0,0,2,Major,3,0,1,0,0,0,0,1,0,0,3,80,193,273,376
332,Nondelay,0,2007-06-23 00:00:00,Bug,2,0,0,0,Major,4,0,1,0,0,0,0,0,0.22772277227722773,0,7,64,162,236,394
333,Nondelay,0,2007-06-23 00:00:00,Bug,2,0,0,10,Major,3,0,1,0,0,0,0,0,0.22772277227722773,0,7,72,173,260,379
334,Nondelay,0,2007-06-24 00:00:00,Bug,1,0,0,17,Critical,3,0,1,1,1,0,0,1,0.046511627906976744,0,3,67,119,300,289
335,low,4,2007-06-24 00:00:00,Bug,6,0,0,79,Major,3,0,1,1,0,0,0,1,0.029239766081871343,0,9,83,31,281,186
336,Nondelay,0,2007-06-24 00:00:00,Bug,0,0,0,6,Blocker,1,0,1,0,0,0,0,1,0.07462686567164178,0,2,3,54,225,223
337,Nondelay,0,2007-06-25 00:00:00,Bug,2,0,0,0,Critical,5,0,1,1,1,0,0,0,0.36666666666666664,0,7,55,162,194,367
338,Nondelay,0,2007-06-25 00:00:00,Bug,1,0,0,10,Major,3,2,1,1,0,0,0,1,0.04597701149425287,1,10,86,200,264,398
339,Nondelay,0,2007-06-25 00:00:00,Bug,1,0,0,0,Critical,2,0,1,1,0,0,0,1,0.04597701149425287,0,3,17,194,236,289
340,Nondelay,0,2007-06-26 00:00:00,Bug,2,0,0,0,Major,3,0,1,1,0,0,0,1,0,1,9,10,132,255,317
341,Nondelay,0,2007-06-27 00:00:00,Task,1,0,0,0,Minor,2,0,1,1,0,0,0,0,0.041666666666666664,0,1,95,179,237,323
342,Nondelay,0,2007-06-27 00:00:00,Bug,1,0,0,16,Major,2,0,1,1,0,0,0,1,0.041666666666666664,1,4,28,176,299,271
343,Nondelay,0,2007-06-27 00:00:00,Bug,1,0,0,16,Minor,2,0,1,1,0,0,0,1,0.041666666666666664,0,7,85,162,232,388
344,Nondelay,0,2007-06-27 00:00:00,Bug,1,0,0,5,Major,1,0,1,0,0,0,0,0,0,0,5,62,195,293,363
345,Nondelay,0,2007-06-27 00:00:00,Bug,4,0,0,10,Blocker,1,0,1,0,0,0,0,1,0.08823529411764706,0,9,23,181,58,317
346,Nondelay,0,2007-06-27 00:00:00,Bug,2,0,0,0,Major,1,0,1,0,0,0,0,1,0,0,9,23,181,153,317
347,low,2,2007-06-28 00:00:00,Bug,3,0,0,79,Minor,2,0,1,0,0,0,0,0,0.22115384615384615,0,10,14,134,290,87
348,Nondelay,0,2007-06-28 00:00:00,Bug,2,0,0,3,Major,2,1,1,0,0,0,0,0,0,0,1,61,23,299,185
349,Nondelay,0,2007-06-28 00:00:00,Bug,3,0,0,0,Minor,1,0,1,0,0,0,0,1,0,0,5,23,72,255,329
350,Nondelay,0,2007-06-28 00:00:00,Bug,0,0,0,6,Critical,1,0,1,1,0,0,0,0,0,0,8,74,152,288,376
351,Nondelay,0,2007-06-28 00:00:00,Bug,0,0,0,6,Major,1,0,1,1,0,0,0,1,0.3770491803278688,0,4,60,185,255,96
352,Nondelay,0,2007-06-28 00:00:00,Bug,2,0,0,0,Major,1,0,1,0,0,0,0,1,0,0,5,77,199,154,44
353,low,2,2007-06-29 00:00:00,Task,3,0,0,79,Major,0,0,1,1,0,0,0,0,0.36507936507936506,0,4,35,26,157,113
354,Nondelay,0,2007-06-29 00:00:00,Bug,0,0,0,16,Major,1,0,1,0,0,0,0,1,0.36507936507936506,1,7,21,116,233,396
355,high,41,2007-08-31 00:00:00,NewFeature,20,0,66,76,Minor,2,1,1,0,0,0,0,1,0.8,0,5,98,121,165,294
356,medium,14,2007-08-31 00:00:00,NewFeature,11,0,66,5,Major,1,0,1,1,0,0,0,1,0.8,0,7,73,105,74,377
357,high,41,2007-08-31 00:00:00,NewFeature,20,0,66,76,Major,1,0,0,0,0,0,0,1,0.8,1,9,80,75,119,323
358,medium,25,2007-09-03 00:00:00,NewFeature,13,0,77,4,Major,1,0,1,1,0,0,0,1,0.875,0,10,87,191,285,359
359,Nondelay,0,2007-09-19 00:00:00,Task,2,0,0,0,Blocker,2,0,1,1,0,0,0,0,0.42857142857142855,0,10,37,67,276,372
360,high,51,2007-10-02 00:00:00,NewFeature,22,0,80,76,Major,1,0,1,1,0,0,0,0,0.8888888888888888,0,3,99,92,180,378
361,Nondelay,0,2007-10-25 00:00:00,Improvement,1,0,0,15,Critical,2,0,0,0,0,0,0,0,0,0,3,40,1,267,396
362,Nondelay,0,2007-10-28 00:00:00,Bug,1,0,81,4,Major,1,0,0,0,0,0,0,1,0.9,0,4,62,146,243,290
363,medium,22,2007-10-28 00:00:00,NewFeature,11,0,81,4,Major,1,0,1,2,0,0,0,0,0.9,0,8,97,135,284,389
364,low,4,2007-11-18 00:00:00,NewFeature,3,0,76,79,Major,2,0,1,1,0,0,0,0,0.9166666666666666,0,7,98,10,205,296
365,medium,23,2007-11-19 00:00:00,Improvement,8,1,0,83,Critical,6,0,0,0,0,0,0,0,0,0,6,58,59,178,143
366,Nondelay,0,2007-12-06 00:00:00,Task,1,0,78,1,Major,1,0,0,0,0,0,0,0,0.9230769230769231,0,5,75,185,297,86
367,high,143,2007-12-21 00:00:00,Bug,48,0,0,76,Major,2,5,1,1,0,0,0,1,0.5135135135135135,1,8,77,181,204,335
368,Nondelay,0,2008-01-19 00:00:00,Task,0,0,0,0,Major,0,0,1,0,0,0,0,0,0,0,10,89,98,165,200
369,Nondelay,0,2008-02-06 00:00:00,Bug,40,0,0,0,Minor,2,0,1,1,0,0,0,1,0,0,3,96,117,86,341
370,Nondelay,0,2008-02-06 00:00:00,Bug,41,1,0,0,Major,4,0,1,1,0,0,0,0,0.025380710659898477,0,10,85,170,239,338
371,Nondelay,0,2008-02-07 00:00:00,Bug,2,0,28,0,Major,2,0,1,1,0,0,0,1,0.5,0,5,97,188,293,338
372,Nondelay,0,2008-02-07 00:00:00,Bug,152,1,0,11,Minor,3,0,1,2,0,0,0,1,0,0,6,72,52,257,309
373,Nondelay,0,2008-02-07 00:00:00,Bug,1,0,0,2,Blocker,2,0,1,0,0,0,0,1,0,0,9,79,189,261,63
374,Nondelay,0,2008-02-07 00:00:00,NewFeature,0,0,0,11,Critical,1,0,0,0,0,0,0,0,0,0,9,79,198,167,143
375,Nondelay,0,2008-02-07 00:00:00,Bug,0,0,0,2,Blocker,2,0,1,0,0,0,0,1,0,0,1,87,184,173,378
376,Nondelay,0,2008-02-08 00:00:00,Bug,471,0,0,0,Critical,1,1,1,2,0,0,0,0,0.375,0,4,18,198,205,162
377,Nondelay,0,2008-02-08 00:00:00,Bug,1,1,0,0,Blocker,5,0,1,1,0,0,0,0,0.3582089552238806,0,1,87,145,299,358
378,Nondelay,0,2008-02-10 00:00:00,Bug,45,0,0,3,Major,1,0,1,1,0,0,0,1,0.4,0,3,6,142,197,356
379,Nondelay,0,2008-02-11 00:00:00,Bug,41,0,0,0,Minor,6,0,1,1,0,0,0,1,0,0,8,94,195,232,319
380,Nondelay,0,2008-02-11 00:00:00,Bug,45,0,0,0,Major,2,0,1,1,0,0,0,0,0.024752475247524754,0,8,67,110,169,393
381,Nondelay,0,2008-02-11 00:00:00,Bug,39,0,0,0,Major,2,0,1,1,0,0,0,1,0.024752475247524754,0,6,39,197,100,328
382,Nondelay,0,2008-02-12 00:00:00,Bug,36,0,0,2,Major,2,0,1,1,0,0,0,1,0.024271844660194174,0,8,81,27,252,22
383,Nondelay,0,2008-02-12 00:00:00,Bug,38,0,0,2,Major,2,0,1,1,0,0,0,1,0.024271844660194174,0,7,73,143,120,216
384,Nondelay,0,2008-02-12 00:00:00,Task,0,0,0,11,Critical,1,1,0,0,0,0,0,0,0,0,4,27,7,186,378
385,Nondelay,0,2008-02-13 00:00:00,Bug,134,1,0,16,Major,2,0,1,2,0,0,0,1,0,1,3,93,54,300,331
386,Nondelay,0,2008-02-15 00:00:00,Improvement,31,0,0,0,Major,1,0,1,1,0,0,0,0,0,0,5,11,187,231,366
387,Nondelay,0,2008-02-19 00:00:00,NewFeature,327,0,0,3,Critical,3,0,1,1,0,0,0,0,0,0,10,52,177,286,356
388,Nondelay,0,2008-02-19 00:00:00,Bug,36,0,0,4,Blocker,3,1,1,1,0,0,0,1,0.3,0,10,25,129,127,247
389,Nondelay,0,2008-02-19 00:00:00,NewFeature,1,1,0,12,Critical,5,0,0,0,0,0,0,0,0,0,10,25,155,250,395
390,Nondelay,0,2008-02-20 00:00:00,Bug,21,0,0,1,Major,1,0,1,1,0,0,0,0,0,0,4,65,192,188,155
391,Nondelay,0,2008-02-21 00:00:00,NewFeature,2,0,0,1,Major,1,0,1,0,0,0,0,1,0.875,0,5,42,104,297,364
