#,impact,delaydays,openeddate,type,discussion,repetition,perofdelay,workload,priority,no_comment,no_priority_change,no_fixversion,no_fixversion_change,no_issuelink,no_blocking,no_blockedby,no_affectversion,reporterrep,no_des_change,topic_10,topic_100,topic_200,topic_300,topic_400
1467,high,131,2010-05-31 00:00:00,Bug,48,0,0,47,Critical,1,5,1,1,0,0,0,1,0.13043478260869565,0,3,85,77,285,400
1468,Nondelay,0,2010-05-31 00:00:00,Bug,54,0,2,17,Critical,2,0,1,1,0,0,0,0,0,0,10,72,108,257,329
1469,Nondelay,0,2010-06-01 00:00:00,Bug,54,0,0,0,Critical,1,0,1,1,0,0,0,1,0,0,10,29,5,279,310
1470,Nondelay,0,2010-06-01 00:00:00,Bug,53,0,0,0,Critical,1,0,1,1,0,0,0,1,0.018912529550827423,0,9,92,93,297,249
1471,medium,25,2010-06-01 00:00:00,Bug,12,0,0,32,Blocker,1,0,1,0,0,0,0,1,0.018912529550827423,0,10,85,134,230,248
1472,medium,25,2010-06-01 00:00:00,Bug,12,0,0,32,Blocker,2,0,1,0,0,0,0,1,0.018912529550827423,0,9,55,162,194,229
1473,Nondelay,0,2010-06-01 00:00:00,Bug,130,0,0,9,Critical,1,0,1,2,1,0,0,1,0.018912529550827423,0,9,100,149,300,234
1474,medium,13,2010-06-01 00:00:00,Bug,8,0,0,49,Critical,0,0,1,0,0,0,0,1,0.018912529550827423,0,5,29,17,152,58
1475,high,122,2010-06-01 00:00:00,Bug,44,0,2,76,Minor,1,5,1,0,0,0,0,1,0.037037037037037035,0,5,63,193,300,209
1476,Nondelay,0,2010-06-01 00:00:00,Bug,0,0,0,24,Major,1,0,1,1,0,0,0,1,0.018912529550827423,0,5,98,15,201,108
1477,high,147,2010-06-01 00:00:00,Bug,70,1,0,76,Critical,6,5,1,0,2,0,0,1,0.018912529550827423,0,5,43,56,244,337
1478,high,100,2010-06-01 00:00:00,Bug,34,0,0,76,Major,1,5,1,1,0,0,0,1,0.00408997955010225,0,7,98,186,275,239
1479,Nondelay,0,2010-06-01 00:00:00,Bug,190,0,2,17,Critical,3,0,1,4,0,0,0,1,0.021739130434782608,0,9,95,128,257,353
1480,medium,13,2010-06-01 00:00:00,Bug,8,0,0,49,Major,0,0,1,1,0,0,0,1,0.02127659574468085,0,9,5,24,147,32
1481,high,117,2010-06-01 00:00:00,Bug,43,0,0,49,Critical,1,5,1,0,0,0,0,1,0.018912529550827423,0,10,59,87,1,338
1482,Nondelay,0,2010-06-01 00:00:00,Bug,160,0,0,4,Minor,2,0,1,1,0,0,0,1,0.018912529550827423,0,9,96,109,296,111
1483,high,122,2010-06-01 00:00:00,Bug,44,0,2,76,Minor,1,5,1,0,0,0,0,1,0.037037037037037035,0,7,83,134,27,329
1484,medium,13,2010-06-01 00:00:00,Bug,8,0,0,49,Blocker,0,0,1,1,0,0,0,1,0.02127659574468085,0,10,90,193,237,371
1485,Nondelay,0,2010-06-01 00:00:00,Bug,135,1,0,1,Critical,3,0,1,3,0,0,0,1,0.12953367875647667,0,1,90,186,223,325
1486,Nondelay,0,2010-06-01 00:00:00,Bug,200,0,0,2,Critical,2,1,1,4,0,0,0,1,0.037037037037037035,0,9,98,45,276,350
1487,high,122,2010-06-01 00:00:00,Bug,44,0,2,76,Major,1,5,1,0,0,0,0,1,0.037037037037037035,0,9,32,21,29,350
1488,high,124,2010-06-01 00:00:00,Bug,45,0,2,76,Major,2,5,1,1,0,0,0,1,0.021739130434782608,1,3,75,187,278,76
1489,high,149,2010-06-01 00:00:00,Bug,53,1,2,76,Critical,3,5,1,0,0,0,0,1,0.018912529550827423,0,5,95,118,239,297
1490,Nondelay,0,2010-06-02 00:00:00,Improvement,26,0,0,11,Critical,2,1,1,1,0,0,0,1,0.034482758620689655,0,9,96,119,219,343
1491,Nondelay,0,2010-06-02 00:00:00,Bug,42,0,0,11,Major,1,0,1,0,0,0,0,1,0.02040816326530612,0,8,87,152,164,249
1492,Nondelay,0,2010-06-02 00:00:00,Bug,238,0,0,0,Major,2,0,1,1,0,0,0,1,0.034482758620689655,0,10,84,171,294,374
1493,Nondelay,0,2010-06-02 00:00:00,Bug,2,0,0,2,Blocker,3,0,1,1,0,0,0,0,0.12773109243697478,0,9,63,27,100,272
1494,Nondelay,0,2010-06-02 00:00:00,Improvement,54,0,0,8,Major,0,0,1,1,0,0,0,1,0.034482758620689655,0,3,18,163,238,97
1495,high,65,2010-06-02 00:00:00,Bug,188,0,0,76,Critical,1,0,1,1,0,0,0,0,0.12773109243697478,0,10,86,198,297,335
1496,high,124,2010-06-02 00:00:00,Improvement,45,0,1,23,Critical,1,5,1,0,0,0,0,1,0.034482758620689655,0,9,77,106,33,372
1497,high,122,2010-06-02 00:00:00,Bug,44,0,1,23,Major,1,5,1,0,0,0,0,1,0.034482758620689655,0,8,55,114,238,325
1498,Nondelay,0,2010-06-02 00:00:00,Bug,2,0,0,2,Blocker,1,0,1,1,1,0,0,1,0.12773109243697478,0,1,54,95,92,384
1499,Nondelay,0,2010-06-02 00:00:00,Bug,3,0,0,2,Blocker,5,0,1,1,0,0,0,1,0.12773109243697478,0,8,54,95,110,312
1500,Nondelay,0,2010-06-02 00:00:00,NewFeature,555,0,0,9,Major,7,0,1,2,0,0,0,0,0.34782608695652173,0,10,99,185,203,362
1501,Nondelay,0,2010-06-02 00:00:00,Bug,0,0,0,2,Blocker,3,0,1,1,0,0,0,1,0.12773109243697478,0,9,61,141,128,358
1502,low,4,2010-06-02 00:00:00,Bug,2,1,0,79,Blocker,4,0,1,1,0,0,0,1,0.12773109243697478,0,6,61,127,161,255
1503,Nondelay,0,2010-06-02 00:00:00,Bug,0,0,0,5,Blocker,2,0,1,1,0,0,0,1,0.12773109243697478,0,1,54,162,64,261
1504,medium,10,2010-06-02 00:00:00,Bug,7,0,0,5,Critical,3,0,1,1,0,0,0,1,0.12773109243697478,0,4,65,151,244,284
1505,Nondelay,0,2010-06-02 00:00:00,Bug,1,0,0,2,Blocker,2,0,1,1,0,0,0,0,0.12773109243697478,0,1,93,196,300,362
1506,Nondelay,0,2010-06-03 00:00:00,Bug,189,0,0,1,Major,1,0,1,1,0,0,0,0,0.12643678160919541,0,3,86,137,238,399
1507,Nondelay,0,2010-06-03 00:00:00,Bug,1,1,0,0,Blocker,5,0,1,1,1,0,0,1,0,0,5,47,95,295,260
1508,Nondelay,0,2010-06-03 00:00:00,Bug,42,0,0,0,Blocker,2,1,1,1,0,0,0,1,0.006024096385542169,0,6,72,52,209,246
1509,Nondelay,0,2010-06-03 00:00:00,Bug,81,1,0,7,Major,6,1,1,1,0,0,0,1,0.02,0,8,24,130,296,112
1510,Nondelay,0,2010-06-03 00:00:00,Bug,126,0,0,7,Critical,1,2,1,1,0,0,0,1,0.046875,0,10,89,81,295,55
1511,Nondelay,0,2010-06-03 00:00:00,Bug,52,0,0,0,Critical,1,0,1,1,0,0,0,1,0,0,3,69,107,164,351
1512,Nondelay,0,2010-06-03 00:00:00,Bug,126,0,0,6,Major,1,0,1,1,0,0,0,1,0.42857142857142855,0,9,69,22,265,372
1513,high,65,2010-06-04 00:00:00,Bug,187,0,0,76,Critical,4,0,1,1,0,0,0,0,0.12581699346405228,0,2,11,187,211,366
1514,Nondelay,0,2010-06-04 00:00:00,Bug,207,0,0,16,Critical,0,0,1,2,0,0,0,0,0.12581699346405228,0,10,92,153,229,230
1515,high,68,2010-06-04 00:00:00,Bug,188,0,0,76,Major,1,0,1,1,0,0,0,0,0.12581699346405228,0,7,21,184,33,361
1516,medium,11,2010-06-04 00:00:00,Bug,108,0,0,16,Critical,1,0,1,1,0,0,0,0,0.12581699346405228,0,5,91,185,279,191
1517,Nondelay,0,2010-06-04 00:00:00,Bug,54,1,0,3,Blocker,5,2,1,2,0,0,0,0,0.01818181818181818,0,7,98,81,275,98
1518,Nondelay,0,2010-06-04 00:00:00,Bug,189,0,0,2,Major,1,0,1,1,0,0,0,0,0.12581699346405228,0,3,21,96,195,400
1519,Nondelay,0,2010-06-04 00:00:00,Bug,2,0,0,7,Critical,2,0,1,1,0,0,0,1,0.12581699346405228,0,7,63,157,283,384
1520,Nondelay,0,2010-06-04 00:00:00,NewFeature,189,0,0,2,Critical,1,0,1,1,0,0,0,0,0.12581699346405228,0,8,66,152,163,260
1521,medium,12,2010-06-04 00:00:00,Bug,5,1,0,4,Blocker,6,0,1,0,0,0,0,1,0.12581699346405228,1,1,91,162,198,261
1522,medium,26,2010-06-04 00:00:00,Bug,11,1,0,4,Blocker,4,0,1,0,0,0,0,1,0.12581699346405228,0,1,5,24,147,32
1523,medium,24,2010-06-04 00:00:00,Bug,11,0,0,4,Blocker,2,0,1,0,0,0,0,1,0.12581699346405228,0,1,77,172,264,260
1524,Nondelay,0,2010-06-04 00:00:00,Bug,2,0,0,7,Major,2,0,1,1,0,0,0,1,0.01818181818181818,0,3,66,194,64,369
1525,high,117,2010-06-04 00:00:00,Bug,42,0,0,76,Major,1,5,1,1,0,0,0,1,0.01818181818181818,0,10,61,190,128,377
1526,low,5,2010-06-04 00:00:00,Bug,4,0,0,79,Critical,2,0,1,1,0,0,0,1,0.01818181818181818,0,10,54,74,223,261
1527,Nondelay,0,2010-06-04 00:00:00,Bug,41,0,0,9,Critical,1,1,1,1,0,0,0,1,0.04477611940298507,0,10,84,186,135,38
1528,Nondelay,0,2010-06-04 00:00:00,Bug,149,0,0,0,Critical,3,1,1,1,0,0,0,1,0.04477611940298507,0,10,88,81,295,352
1529,Nondelay,0,2010-06-04 00:00:00,Bug,77,0,2,23,Critical,2,1,1,2,0,0,0,1,0.3333333333333333,0,8,98,145,267,299
1530,Nondelay,0,2010-06-04 00:00:00,Bug,658,0,0,2,Major,1,0,1,2,0,0,0,0,0.12581699346405228,0,1,96,149,196,274
1531,Nondelay,0,2010-06-05 00:00:00,Bug,2,0,0,3,Major,2,0,1,0,0,0,0,1,0.12359550561797752,0,8,40,1,220,225
1532,Nondelay,0,2010-06-05 00:00:00,Bug,1,0,0,12,Blocker,2,0,1,1,0,0,0,1,0.12359550561797752,0,10,40,1,220,225
1533,low,7,2010-06-06 00:00:00,Bug,4,0,0,79,Critical,3,0,1,0,0,0,0,1,0.12460063897763578,0,3,54,189,270,261
1534,Nondelay,0,2010-06-06 00:00:00,Bug,0,0,0,0,Blocker,2,0,1,0,0,0,0,1,0.12460063897763578,0,10,54,95,64,261
1535,Nondelay,0,2010-06-06 00:00:00,Bug,1,0,0,13,Blocker,3,0,1,0,0,0,0,1,0.12460063897763578,0,1,54,95,64,261
1536,Nondelay,0,2010-06-07 00:00:00,Bug,0,0,0,7,Major,1,0,1,1,0,0,0,1,0.12380952380952381,0,8,100,190,207,144
1537,medium,11,2010-06-07 00:00:00,Bug,2,1,0,14,Critical,4,0,1,0,0,0,0,1,0.12380952380952381,0,3,67,189,231,265
1538,low,6,2010-06-07 00:00:00,Bug,3,1,0,79,Critical,3,0,1,0,0,0,0,1,0.12380952380952381,0,7,98,12,277,308
1539,Nondelay,0,2010-06-07 00:00:00,Bug,2,0,0,9,Critical,2,0,1,0,0,0,0,1,0.12380952380952381,0,10,78,48,223,344
1540,Nondelay,0,2010-06-07 00:00:00,Bug,3,0,0,1,Blocker,2,0,1,0,0,0,0,1,0.12380952380952381,0,1,96,182,220,398
1541,low,7,2010-06-07 00:00:00,Bug,9,0,0,79,Critical,2,0,1,0,0,0,0,1,0.12380952380952381,0,2,68,124,92,11
1542,Nondelay,0,2010-06-07 00:00:00,Bug,1,0,0,7,Blocker,2,0,1,0,0,0,0,1,0.12380952380952381,0,10,87,191,173,35
1543,Nondelay,0,2010-06-07 00:00:00,Bug,8,0,0,0,Critical,0,0,1,0,0,0,0,1,0.41379310344827586,0,6,74,199,290,307
1544,Nondelay,0,2010-06-07 00:00:00,Bug,1,0,0,7,Blocker,2,0,1,0,0,0,0,1,0.12380952380952381,0,8,100,175,180,343
1545,medium,18,2010-06-07 00:00:00,Bug,8,0,0,8,Major,1,0,1,1,0,0,0,1,0.5,0,1,54,95,64,261
1546,Nondelay,0,2010-06-07 00:00:00,Bug,1,0,0,9,Major,1,0,1,0,0,0,0,1,0.12380952380952381,0,5,88,157,147,352
1547,low,7,2010-06-07 00:00:00,Bug,4,0,0,79,Major,1,0,1,1,0,0,0,1,0.01639344262295082,0,5,100,123,163,387
1548,Nondelay,0,2010-06-07 00:00:00,Bug,0,1,0,14,Critical,6,0,1,1,0,0,0,1,0.12380952380952381,0,5,54,181,64,261
1549,Nondelay,0,2010-06-07 00:00:00,Bug,1,0,0,7,Major,1,0,1,1,0,0,0,1,0.01639344262295082,0,10,72,5,47,388
1550,Nondelay,0,2010-06-08 00:00:00,Bug,188,0,0,11,Minor,1,0,1,3,0,0,0,1,0.018518518518518517,0,3,90,163,37,393
1551,low,6,2010-06-08 00:00:00,Bug,3,1,0,79,Blocker,5,2,1,1,0,0,0,1,0.015625,0,1,54,95,172,261
1552,Nondelay,0,2010-06-08 00:00:00,Bug,1,0,0,9,Blocker,1,1,1,1,0,0,0,1,0.015625,0,8,31,127,270,257
1553,medium,32,2010-06-09 00:00:00,Improvement,273,0,0,11,Major,2,0,1,1,0,0,0,0,0,0,8,98,172,275,106
1554,Nondelay,0,2010-06-09 00:00:00,Bug,78,0,0,4,Critical,3,0,1,1,0,0,0,1,0.015151515151515152,0,2,78,141,128,392
1555,Nondelay,0,2010-06-09 00:00:00,Bug,0,0,0,13,Critical,2,0,1,0,0,0,0,1,0.121875,0,8,34,150,242,81
1556,medium,11,2010-06-10 00:00:00,Bug,4,0,0,16,Major,1,0,1,1,0,0,0,0,0.16666666666666666,0,6,94,141,263,87
1557,medium,35,2010-06-10 00:00:00,Bug,12,0,0,13,Major,2,0,1,1,0,0,0,1,0.03614457831325301,0,1,90,153,270,393
1558,medium,18,2010-06-10 00:00:00,Bug,7,0,0,11,Major,1,0,1,1,0,0,0,0,0.25,0,1,54,136,64,261
1559,high,117,2010-06-10 00:00:00,Bug,40,0,0,76,Blocker,1,1,1,0,0,0,0,1,0.11747430249632893,0,5,35,83,195,342
1560,low,6,2010-06-10 00:00:00,Bug,3,0,0,79,Critical,2,0,1,1,0,0,0,1,0.036585365853658534,0,1,40,1,220,225
1561,low,6,2010-06-10 00:00:00,Bug,3,0,0,79,Critical,2,0,1,0,0,0,0,1,0.1188707280832095,0,8,31,127,270,391
1562,medium,11,2010-06-10 00:00:00,Bug,3,1,0,19,Critical,4,0,1,0,0,0,0,1,0.1188707280832095,0,1,54,74,270,261
1563,medium,13,2010-06-10 00:00:00,Bug,3,1,0,17,Blocker,6,1,1,1,0,0,0,1,0.0375,0,1,54,1,220,225
1564,medium,10,2010-06-10 00:00:00,Bug,8,0,0,3,Critical,2,0,1,0,0,0,0,1,0.1188707280832095,0,8,93,1,220,225
1565,medium,35,2010-06-10 00:00:00,Bug,12,0,0,12,Critical,1,0,1,1,0,0,0,1,0.0375,0,1,63,95,64,272
1566,medium,18,2010-06-10 00:00:00,Bug,7,0,0,6,Blocker,2,0,1,0,0,0,0,1,0.12168486739469579,0,1,54,95,64,261
1567,low,7,2010-06-10 00:00:00,Bug,3,0,0,79,Blocker,1,0,1,0,0,0,0,1,0.1188707280832095,0,6,100,123,110,318
1568,medium,35,2010-06-10 00:00:00,Bug,12,0,0,6,Critical,2,0,1,0,0,0,0,1,0.12168486739469579,0,3,66,36,142,24
1569,medium,12,2010-06-10 00:00:00,Bug,5,0,0,12,Blocker,5,0,1,0,0,0,0,1,0.1188707280832095,0,7,24,160,150,231
1570,low,4,2010-06-10 00:00:00,Bug,2,0,0,79,Blocker,2,0,1,0,0,0,0,1,0.11940298507462686,0,6,95,185,198,315
1571,medium,13,2010-06-10 00:00:00,Bug,4,1,0,16,Critical,4,0,1,1,0,0,0,1,0.5882352941176471,0,2,55,23,37,318
1572,medium,35,2010-06-10 00:00:00,Bug,12,0,0,12,Critical,2,0,1,1,0,0,0,1,0.0379746835443038,0,10,85,141,228,276
1573,high,77,2010-06-10 00:00:00,Bug,149,0,0,76,Major,1,5,1,2,0,0,0,1,0,0,4,22,154,286,364
1574,medium,20,2010-06-10 00:00:00,Bug,6,1,0,6,Blocker,6,0,1,1,0,0,0,1,0.014705882352941176,0,3,54,95,96,374
1575,high,117,2010-06-10 00:00:00,Bug,40,0,0,76,Critical,1,5,1,0,0,0,0,1,0.12168486739469579,0,10,35,157,93,316
1576,Nondelay,0,2010-06-10 00:00:00,Bug,0,0,0,12,Major,2,0,1,0,0,0,0,1,0.12168486739469579,0,1,54,95,64,261
1577,medium,13,2010-06-10 00:00:00,Bug,5,1,0,13,Blocker,5,0,1,0,0,0,0,1,0.12232415902140673,0,7,61,95,257,261
1578,high,114,2010-06-10 00:00:00,Bug,39,0,0,21,Critical,4,2,1,0,0,0,0,1,0.11815561959654179,0,1,54,95,64,261
1579,medium,10,2010-06-10 00:00:00,Bug,3,1,0,13,Critical,3,0,1,1,0,0,0,1,0.12232415902140673,0,7,50,191,282,260
1580,medium,18,2010-06-10 00:00:00,Bug,7,0,0,11,Blocker,2,0,1,0,0,0,0,1,0.11815561959654179,0,1,54,95,64,261
1581,medium,26,2010-06-10 00:00:00,Bug,8,1,0,9,Blocker,4,0,1,0,0,0,0,1,0.12232415902140673,0,9,77,161,281,386
1582,medium,32,2010-06-10 00:00:00,Bug,11,0,0,16,Critical,2,0,1,0,0,0,0,1,0.11627906976744186,0,5,54,95,64,283
1583,low,5,2010-06-10 00:00:00,Bug,6,0,0,79,Critical,2,0,1,0,0,0,0,1,0.12232415902140673,0,10,54,184,220,325
1584,Nondelay,0,2010-06-10 00:00:00,Bug,0,0,0,6,Critical,1,0,1,1,0,0,0,1,0.014705882352941176,0,7,61,141,128,255
1585,medium,10,2010-06-10 00:00:00,Bug,4,0,0,9,Blocker,2,0,1,0,0,0,0,1,0.12232415902140673,0,10,84,28,135,235
1586,medium,17,2010-06-10 00:00:00,Bug,6,0,0,11,Blocker,2,0,1,0,0,0,0,1,0.11627906976744186,0,1,54,95,64,261
1587,medium,26,2010-06-10 00:00:00,Bug,8,1,0,12,Blocker,5,0,1,0,0,0,0,1,0.12232415902140673,0,1,54,95,262,295
1588,low,3,2010-06-10 00:00:00,Bug,2,0,0,79,Blocker,2,0,1,0,0,0,0,1,0.12232415902140673,0,1,54,95,220,261
1589,medium,19,2010-06-10 00:00:00,Bug,7,0,0,83,Blocker,2,0,1,0,0,0,0,1,0.11627906976744186,0,5,61,182,208,318
1590,medium,10,2010-06-10 00:00:00,Bug,4,0,0,16,Major,2,0,1,1,0,0,0,1,0.12232415902140673,0,5,54,95,64,261
1591,high,114,2010-06-10 00:00:00,Bug,39,0,0,76,Blocker,2,1,1,0,0,0,0,1,0.11627906976744186,0,1,31,173,270,388
1592,medium,11,2010-06-10 00:00:00,Bug,4,0,0,9,Blocker,3,1,1,0,0,0,0,1,0.12232415902140673,0,8,48,173,192,234
1593,medium,12,2010-06-10 00:00:00,Bug,5,0,0,16,Critical,2,0,1,0,0,0,0,1,0.11730205278592376,0,4,54,185,64,264
1594,high,157,2010-06-10 00:00:00,Bug,53,0,0,76,Major,2,2,1,0,0,0,0,1,0.11730205278592376,0,8,31,127,270,339
1595,medium,12,2010-06-10 00:00:00,Bug,5,0,0,1,Critical,2,0,1,0,0,0,0,1,0.11730205278592376,0,1,21,184,33,237
1596,medium,12,2010-06-10 00:00:00,Bug,5,0,0,14,Blocker,2,0,1,0,0,0,0,1,0.11730205278592376,0,10,90,168,223,388
1597,low,6,2010-06-11 00:00:00,Bug,2,1,0,79,Critical,2,0,1,1,0,0,0,1,0.03896103896103896,0,6,81,147,192,311
1598,low,4,2010-06-11 00:00:00,Bug,2,0,0,79,Critical,2,0,1,0,0,0,0,1,0.12191358024691358,0,1,31,127,270,261
1599,low,5,2010-06-11 00:00:00,Bug,2,0,0,79,Critical,2,0,1,0,0,0,0,1,0.12191358024691358,0,5,54,74,270,261
1600,Nondelay,0,2010-06-11 00:00:00,Task,79,0,0,10,Major,1,0,1,2,0,0,0,0,0,0,10,81,20,287,199
1601,medium,10,2010-06-11 00:00:00,Bug,1,1,0,13,Blocker,4,0,1,0,0,0,0,1,0.12191358024691358,0,9,56,190,111,252
1602,Nondelay,0,2010-06-14 00:00:00,Bug,7,0,0,5,Major,1,0,1,0,0,0,0,1,0,0,3,99,199,291,295
1603,Nondelay,0,2010-06-16 00:00:00,Bug,9,0,0,7,Blocker,3,0,1,1,0,0,0,1,0,0,3,21,53,33,283
1604,Nondelay,0,2010-06-16 00:00:00,Bug,75,0,1,25,Major,1,0,1,1,0,0,0,1,0.3333333333333333,0,7,19,159,233,330
1605,Nondelay,0,2010-06-17 00:00:00,Bug,111,0,1,27,Critical,2,0,1,1,0,0,0,1,0.005988023952095809,0,6,63,199,298,375
1606,Nondelay,0,2010-06-17 00:00:00,Bug,190,1,0,12,Critical,7,4,1,1,0,0,0,1,0.005988023952095809,0,6,72,52,117,246
1607,Nondelay,0,2010-06-18 00:00:00,Bug,13,0,1,28,Major,1,0,1,1,0,0,0,1,0.5,0,6,72,145,24,31
1608,Nondelay,0,2010-06-18 00:00:00,Bug,51,0,1,28,Major,0,0,1,1,0,0,0,1,0.005964214711729622,0,6,73,119,298,272
1609,Nondelay,0,2010-06-18 00:00:00,Bug,13,0,1,28,Blocker,2,0,1,1,0,0,0,1,0.005964214711729622,0,6,73,169,91,243
1610,Nondelay,0,2010-06-18 00:00:00,Bug,4,0,5,2,Blocker,1,0,1,1,0,0,0,1,0,0,4,80,143,192,42
1611,Nondelay,0,2010-06-21 00:00:00,Improvement,0,0,0,9,Major,1,0,1,0,0,0,0,0,0.36363636363636365,0,5,81,130,26,183
1612,Nondelay,0,2010-06-22 00:00:00,Bug,182,0,1,25,Major,1,0,1,1,0,0,0,0,0.3333333333333333,0,8,44,51,98,110
1613,Nondelay,0,2010-06-24 00:00:00,Bug,178,0,0,18,Major,2,0,1,1,0,0,0,1,0,0,5,94,38,101,12
1614,Nondelay,0,2010-06-24 00:00:00,Bug,2,0,5,3,Major,1,0,1,1,0,0,0,1,0,0,6,91,132,136,383
1615,Nondelay,0,2010-06-29 00:00:00,Bug,17,0,0,11,Major,2,0,1,1,0,0,0,0,0.2727272727272727,0,8,95,133,289,303
1616,low,2,2010-10-11 00:00:00,Bug,0,0,0,79,Major,3,0,1,1,0,0,0,1,0,0,10,37,5,182,388
1617,low,4,2010-12-02 00:00:00,Bug,2,0,0,79,Major,2,0,0,0,0,0,0,0,0,0,10,57,180,258,216
1618,low,1,2011-05-05 00:00:00,Bug,1,0,17,79,Blocker,5,1,0,0,0,0,0,0,0,1,1,75,140,207,372
1619,high,224,2011-05-06 00:00:00,NewFeature,75,0,0,76,Major,3,1,1,2,0,0,0,0,0,0,4,56,200,227,305
1620,Nondelay,0,2011-05-10 00:00:00,Bug,4,0,0,0,Blocker,2,0,0,0,0,0,0,1,0,0,10,24,153,296,388
1621,Nondelay,0,2011-05-10 00:00:00,Bug,5,0,0,1,Blocker,1,0,0,0,0,0,0,1,0,0,8,24,130,296,112
1622,low,1,2011-05-10 00:00:00,Bug,5,0,4,79,Blocker,5,0,0,0,0,0,0,1,0.022727272727272728,1,7,50,14,260,137
1623,low,3,2011-05-11 00:00:00,Bug,4,0,0,79,Blocker,5,0,1,1,0,0,0,1,0,0,9,80,61,167,121
1624,Nondelay,0,2011-05-11 00:00:00,Bug,4,0,0,0,Blocker,3,0,0,0,0,0,0,1,0,0,10,61,134,296,174
1625,low,1,2011-05-12 00:00:00,Bug,4,0,0,79,Blocker,2,0,1,0,0,0,0,1,0.021032504780114723,0,10,24,130,173,112
1626,medium,19,2011-05-13 00:00:00,Bug,4,2,2,3,Blocker,6,2,1,1,0,0,0,1,0.022653721682847898,0,10,46,82,252,191
1627,Nondelay,0,2011-05-15 00:00:00,Bug,2,0,0,0,Blocker,1,1,1,0,1,0,0,0,0.5,0,5,7,85,295,79
1628,Nondelay,0,2011-05-16 00:00:00,Bug,3,0,0,0,Blocker,1,0,1,2,0,0,0,0,0,0,5,35,4,100,187
1629,Nondelay,0,2011-05-16 00:00:00,Bug,3,0,0,0,Blocker,1,0,1,2,0,0,0,0,0,0,5,75,140,230,187
1630,low,8,2011-05-16 00:00:00,Bug,3,0,0,79,Blocker,2,0,1,1,0,0,0,0,0.3333333333333333,0,6,89,168,280,199
1631,low,1,2011-05-16 00:00:00,Bug,3,0,8,79,Blocker,1,0,0,0,1,0,0,1,0.02258064516129032,0,3,66,157,172,251
1632,Nondelay,0,2011-05-16 00:00:00,Bug,2,0,0,3,Blocker,1,1,0,0,0,0,0,0,0,0,5,35,157,80,371
1633,high,101,2011-05-18 00:00:00,Bug,36,1,0,76,Major,3,1,0,0,0,0,0,1,0,0,9,33,164,288,90
1634,medium,10,2011-05-18 00:00:00,Bug,5,0,0,83,Critical,3,2,1,1,0,0,0,0,0,0,10,46,32,243,217
1635,low,3,2011-05-19 00:00:00,Bug,2,0,0,79,Blocker,2,0,0,0,0,0,0,0,0,1,6,81,150,172,295
1636,Nondelay,0,2011-05-19 00:00:00,Bug,2,0,100,1,Blocker,8,0,1,1,0,0,0,0,0.4,0,5,86,159,193,217
1637,low,2,2011-05-19 00:00:00,Bug,2,0,14,79,Blocker,2,0,1,1,0,0,0,1,0,0,3,94,85,288,90
1638,low,1,2011-05-19 00:00:00,Bug,4,0,0,79,Blocker,4,0,1,0,0,0,0,1,0,0,6,14,91,280,314
1639,low,4,2011-05-19 00:00:00,Bug,1,0,0,79,Blocker,3,0,0,0,0,0,0,1,0.11908177905308465,0,10,37,5,182,388
1640,low,2,2011-05-19 00:00:00,Bug,2,0,14,79,Blocker,3,0,1,1,0,0,0,1,0,0,7,33,34,288,90
1641,low,2,2011-05-19 00:00:00,Bug,2,0,14,79,Blocker,3,0,1,1,0,0,0,1,0,0,10,55,194,37,364
1642,low,1,2011-05-19 00:00:00,Bug,4,0,0,79,Blocker,2,0,1,0,0,0,0,1,0.25,0,4,68,124,15,11
1643,Nondelay,0,2011-05-19 00:00:00,Bug,1,0,0,4,Blocker,1,0,1,1,0,0,0,0,0,0,1,73,162,166,325
1644,medium,9,2011-05-20 00:00:00,Bug,1,1,0,1,Blocker,5,0,1,1,1,0,0,1,0.022508038585209004,0,10,97,119,182,292
1645,Nondelay,0,2011-05-20 00:00:00,Bug,0,1,0,1,Blocker,4,1,0,0,0,0,0,1,0,0,7,94,163,60,341
1646,low,8,2011-05-20 00:00:00,Bug,0,1,0,79,Blocker,4,0,0,0,0,0,0,1,0,0,9,12,172,265,352
1647,low,1,2011-05-20 00:00:00,Bug,0,0,0,79,Blocker,5,1,1,1,0,0,0,1,0,0,8,94,147,266,245
1648,low,3,2011-05-20 00:00:00,Bug,5,0,40,79,Blocker,1,0,1,2,0,0,0,0,0,0,7,50,193,288,400
1649,low,3,2011-05-20 00:00:00,Bug,2,0,40,79,Blocker,1,0,1,2,0,0,0,0,0,0,10,85,91,109,180
1650,Nondelay,0,2011-05-26 00:00:00,Bug,1,0,5,2,Critical,2,0,1,1,0,0,0,1,0.022435897435897436,0,10,37,67,191,292
1651,Nondelay,0,2011-05-26 00:00:00,Bug,1,0,0,0,Critical,2,0,1,1,0,0,0,1,0.022435897435897436,0,8,37,152,226,373
1652,Nondelay,0,2011-05-26 00:00:00,Bug,8,0,14,3,Major,4,2,1,1,0,0,0,0,0.6666666666666666,0,10,93,163,294,359
1653,Nondelay,0,2011-05-26 00:00:00,Bug,1,0,14,3,Blocker,0,0,1,1,0,0,0,0,0.6666666666666666,0,3,73,64,298,347
1654,Nondelay,0,2011-05-26 00:00:00,Bug,1,0,5,2,Critical,2,0,1,1,0,0,0,1,0.022435897435897436,0,10,37,134,228,208
