boardid,sprintid,name,vel_diff,planday,no_issue_starttime,vel_starttime,no_issue_added,vel_added,no_issue_removed,vel_removed,no_issuetodo,vel_todo,no_issueinprogress,vel_inprogress,no_issuedone,vel_done,no_admin,no_teammember
223,174,Sprint 13,-3,7,1,3,1,3,0,0,1,3,0,0,1,3,1,2
223,182,Sprint 14,0,7,1,3,0,0,0,0,1,3,0,0,0,0,1,1
223,192,Sprint 15,-3,7,1,3,0,0,0,0,1,3,0,0,0,0,1,1
223,198,Sprint 16,-3,7,1,3,0,0,0,0,0,0,1,3,0,0,1,1
223,208,Sprint 17,-3,7,1,3,0,0,0,0,1,3,0,0,0,0,1,1
223,223,Sprint 18,-6,7,1,3,1,3,0,0,0,0,2,6,0,0,1,2
223,232,Sprint 19,-6,7,2,6,0,0,0,0,2,6,0,0,0,0,1,2
223,244,Sprint 20,0,7,2,6,0,0,0,0,0,0,0,0,2,6,1,4
223,252,Sprint 21,0,8,2,6,0,0,0,0,1,3,0,0,1,3,1,4
223,266,Sprint 22,0,7,0,0,1,3,0,0,0,0,0,0,1,3,1,1
223,295,Enterprise Sprint 3,3,13,1,1,0,0,0,0,1,1,0,0,0,0,1,1
223,486,Search Wins Sprint 4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1
223,551,Search Wins Sprint 5,0,7,2,6,0,0,1,3,0,0,1,3,0,0,1,2
223,590,Thunder 7,0,12,1,3,0,0,1,3,0,0,0,0,0,0,1,1
223,667,Enterprise Sprint 18,6,14,0,0,0,0,0,0,0,0,0,0,0,0,1,1
223,776,Enterprise Sprint 19,0,14,0,0,2,6,0,0,0,0,0,0,2,6,1,4
223,807,Enterprise Sprint 20,0,14,0,0,1,3,1,3,0,0,0,0,0,0,1,2
223,827,Enterprise Sprint 21,0,14,0,0,1,3,0,0,0,0,0,0,1,3,1,3
223,2233,Drive, Drift'n Dronin,-8,14,1,8,0,0,0,0,1,8,0,0,0,0,1,1
223,2276,No restrictions!,-8,14,1,8,0,0,0,0,1,8,0,0,0,0,1,1
223,2324,No rotation restrictions,3,14,1,8,0,0,0,0,1,8,0,0,0,0,1,1
227,1815,Toothless,-8,9,1,8,0,0,0,0,0,0,1,8,0,0,1,3
227,1833,Dragonfly,-8,10,1,8,0,0,0,0,1,8,0,0,0,0,1,4
227,1876,Dragonfly 2,0,11,1,3,0,0,1,3,0,0,0,0,0,0,1,1
