#,impact,delaydays,openeddate,type,discussion,repetition,perofdelay,workload,priority,no_comment,no_priority_change,no_fixversion,no_fixversion_change,no_issuelink,no_blocking,no_blockedby,no_affectversion,reporterrep,no_des_change,topic_10,topic_100,topic_200,topic_300,topic_400
1823,Nondelay,0,2012-06-13 00:00:00,Bug,3,0,8,19,Critical,3,0,1,0,0,0,0,0,0.2716049382716049,0,8,62,41,282,25
1824,Nondelay,0,2012-06-13 00:00:00,Story,0,0,1,5,Minor,0,0,1,0,0,0,0,0,0.6470588235294118,0,4,91,57,26,39
1825,Nondelay,0,2012-06-13 00:00:00,Story,19,0,0,12,Minor,1,0,1,2,0,0,0,1,0.5882352941176471,0,8,94,180,227,135
1826,Nondelay,0,2012-06-13 00:00:00,Story,261,0,19,3,Minor,1,0,1,0,0,0,0,0,0,0,3,72,17,95,368
1827,Nondelay,0,2012-06-14 00:00:00,Bug,0,0,5,4,Minor,1,0,1,0,0,0,0,0,0.40930232558139534,0,5,74,163,211,257
1828,Nondelay,0,2012-06-14 00:00:00,Bug,0,0,21,18,Minor,1,0,1,0,0,0,0,1,0.6439393939393939,0,7,93,198,275,379
1829,Nondelay,0,2012-06-14 00:00:00,Story,0,0,21,18,Minor,1,0,1,0,0,0,0,1,0.6439393939393939,1,9,92,98,41,353
1830,Nondelay,0,2012-06-14 00:00:00,NewFeature,3,0,7,20,Major,2,0,1,0,0,0,0,0,0.14285714285714285,0,8,94,170,278,397
1831,medium,46,2012-06-14 00:00:00,Improvement,27,2,7,20,Minor,3,0,1,1,1,0,0,0,0.2804878048780488,0,9,20,76,130,378
1832,medium,46,2012-06-14 00:00:00,Improvement,27,2,7,20,Minor,3,0,1,1,1,0,0,0,0.2804878048780488,0,10,80,187,273,353
1833,Nondelay,0,2012-06-15 00:00:00,Bug,2,0,10,23,Minor,7,0,1,1,0,0,0,0,0,0,8,49,167,255,396
1834,Nondelay,0,2012-06-15 00:00:00,Bug,0,0,0,0,Minor,1,0,1,1,0,0,0,0,0.288135593220339,0,3,72,4,43,217
1835,Nondelay,0,2012-06-18 00:00:00,Bug,4,0,24,24,Minor,2,0,1,1,0,0,0,1,0.4694835680751174,0,5,59,159,289,244
1836,medium,46,2012-06-19 00:00:00,Improvement,25,2,10,22,Minor,4,0,1,2,1,0,0,0,0.28735632183908044,0,8,74,175,284,107
1837,Nondelay,0,2012-06-20 00:00:00,Story,59,0,1,3,Minor,0,0,1,1,0,0,0,0,0.344,0,10,25,97,119,285
1838,Nondelay,0,2012-06-20 00:00:00,Story,0,1,1,3,Minor,1,0,1,0,0,0,0,0,0.6511627906976745,0,5,84,174,286,298
1839,Nondelay,0,2012-06-20 00:00:00,Bug,0,0,10,16,Minor,1,0,1,1,0,0,0,1,0.5714285714285714,0,4,44,102,266,332
1840,high,111,2012-06-21 00:00:00,Bug,56,1,33,3,Major,1,3,1,0,0,0,0,0,0.125,0,7,83,139,234,370
1841,high,111,2012-06-21 00:00:00,Bug,56,1,33,3,Major,1,3,1,0,0,0,0,0,0.125,0,5,70,196,257,327
1842,Nondelay,0,2012-06-22 00:00:00,Bug,16,0,0,0,Minor,0,0,1,1,0,0,0,0,0.3333333333333333,0,9,88,183,296,269
1843,Nondelay,0,2012-06-22 00:00:00,Story,26,0,0,2,Minor,2,0,1,3,0,0,0,0,0.6477272727272727,1,6,94,170,278,397
1844,Nondelay,0,2012-06-25 00:00:00,Technical task,255,0,19,6,Minor,1,0,1,0,0,0,0,0,0.20588235294117646,0,8,7,82,287,216
1845,Nondelay,0,2012-06-25 00:00:00,Story,255,0,19,2,Minor,2,0,1,0,0,0,0,0,0.20588235294117646,0,2,94,20,298,92
1846,Nondelay,0,2012-06-25 00:00:00,Story,255,0,19,2,Minor,1,0,1,0,0,0,0,0,0.20588235294117646,0,1,99,177,290,301
1847,medium,34,2012-06-25 00:00:00,Documentation,29,2,0,0,Minor,1,0,1,2,1,0,0,0,0.27927927927927926,0,6,15,98,160,253
1848,Nondelay,0,2012-06-25 00:00:00,Story,22,0,16,1,Minor,1,0,1,4,0,0,0,0,0.27927927927927926,0,8,85,165,229,167
1849,low,4,2012-06-25 00:00:00,Story,11,0,0,0,Minor,0,2,1,0,1,0,0,0,0.27927927927927926,0,7,97,126,181,322
1850,medium,27,2012-06-25 00:00:00,Bug,0,2,9,15,Minor,8,2,1,1,1,0,0,1,0.26153846153846155,0,8,51,60,299,102
1851,Nondelay,0,2012-06-25 00:00:00,Bug,0,0,5,4,Major,2,0,1,1,0,0,0,0,0.41203703703703703,0,9,90,41,247,391
1852,Nondelay,0,2012-06-26 00:00:00,Story,0,1,1,4,Minor,0,0,1,0,0,0,0,0,0.6404494382022472,0,4,95,156,166,329
1853,Nondelay,0,2012-06-26 00:00:00,Story,0,0,1,4,Minor,0,0,1,0,0,0,0,0,0.6404494382022472,0,7,54,102,166,377
1854,Nondelay,0,2012-06-26 00:00:00,Story,254,0,0,0,Minor,2,0,1,0,0,0,0,0,0.24324324324324326,0,3,76,159,287,349
1855,Nondelay,0,2012-06-26 00:00:00,Story,254,0,18,2,Minor,1,0,1,0,0,0,0,0,0.24324324324324326,0,4,11,61,237,360
1856,Nondelay,0,2012-06-26 00:00:00,Story,254,0,18,2,Minor,1,0,1,0,0,0,0,0,0.24324324324324326,0,5,99,107,237,140
1857,Nondelay,0,2012-06-27 00:00:00,Bug,0,0,2,12,Minor,1,0,1,1,0,0,0,0,0.8142857142857143,0,10,63,180,181,172
1858,Nondelay,0,2012-06-28 00:00:00,Technical task,253,0,18,4,Minor,2,0,1,0,0,0,0,0,0.275,0,8,87,82,287,306
1859,Nondelay,0,2012-06-28 00:00:00,Technical task,253,0,18,4,Minor,1,0,1,0,0,0,0,0,0.275,0,2,31,125,224,291
1860,Nondelay,0,2012-06-29 00:00:00,Story,0,0,0,0,Minor,0,0,1,0,0,0,0,0,0.6483516483516484,0,8,93,69,226,387
1861,Nondelay,0,2012-06-29 00:00:00,Task,0,0,5,4,Minor,2,0,1,1,0,0,0,0,0.4147465437788018,0,10,79,42,121,256
1862,Nondelay,0,2012-07-02 00:00:00,Bug,0,0,0,0,Critical,22,1,1,4,0,0,0,2,0,0,1,39,134,40,310
1863,Nondelay,0,2012-07-11 00:00:00,Story,78,0,5,4,Minor,1,0,1,1,2,0,0,0,0.41743119266055045,1,7,2,16,263,194
1864,Nondelay,0,2012-07-11 00:00:00,Bug,207,0,2,12,Minor,2,0,1,4,0,0,0,0,0.41743119266055045,0,6,2,16,263,194
1865,Nondelay,0,2012-07-12 00:00:00,Technical task,0,0,20,20,Minor,1,0,1,0,0,0,0,0,0.6052631578947368,0,10,77,172,280,350
1866,Nondelay,0,2012-07-12 00:00:00,Technical task,0,0,13,19,Minor,1,0,1,1,0,0,0,0,0.6052631578947368,0,10,57,46,280,218
1867,Nondelay,0,2012-07-12 00:00:00,Technical task,0,0,13,19,Minor,1,0,1,1,0,0,0,0,0.6052631578947368,0,10,81,172,280,372
1868,Nondelay,0,2012-07-12 00:00:00,Technical task,0,0,13,19,Major,1,0,1,0,0,0,0,0,0.6052631578947368,0,10,39,46,280,233
1869,low,1,2012-07-12 00:00:00,Story,0,0,20,20,Minor,0,2,1,0,1,0,0,0,0.6521739130434783,0,9,100,194,200,143
1870,Nondelay,0,2012-07-12 00:00:00,Bug,324,0,0,16,Minor,5,0,1,3,0,0,0,0,0.26865671641791045,0,10,89,128,286,374
1871,Nondelay,0,2012-07-16 00:00:00,Bug,11,0,16,2,Minor,0,0,1,2,0,0,0,0,0.2807017543859649,0,7,96,185,300,369
1872,Nondelay,0,2012-07-18 00:00:00,Bug,19,0,0,0,Minor,2,0,1,1,0,0,0,0,0,1,5,73,180,293,208
1873,Nondelay,0,2012-07-20 00:00:00,Story,2,0,1,4,Minor,0,0,1,0,0,0,0,0,0.6413043478260869,0,8,76,152,225,387
1874,medium,26,2012-07-22 00:00:00,NewFeature,85,2,57,13,Major,4,2,1,0,1,0,0,0,0.7777777777777778,0,6,99,136,280,360
1875,medium,31,2012-07-22 00:00:00,NewFeature,85,2,57,13,Major,3,0,1,0,1,0,0,0,0.7777777777777778,0,1,39,55,204,310
1876,Nondelay,0,2012-07-23 00:00:00,Story,46,0,10,1,Minor,2,0,1,8,0,0,0,0,0,0,6,74,188,289,364
1877,Nondelay,0,2012-07-24 00:00:00,Story,49,0,11,1,Major,1,0,1,8,0,0,0,1,0.6,0,7,92,102,210,253
1878,medium,27,2012-07-24 00:00:00,Task,101,2,50,11,Minor,0,2,1,2,1,0,0,0,0.23684210526315788,0,7,48,53,227,204
1879,medium,27,2012-07-24 00:00:00,Task,101,2,50,11,Major,6,1,1,2,1,0,1,0,0.23684210526315788,1,7,93,102,298,345
1880,medium,27,2012-07-24 00:00:00,Task,101,2,50,11,Major,1,2,1,3,1,0,0,0,0.23684210526315788,1,7,100,187,263,220
1881,Nondelay,0,2012-07-25 00:00:00,Story,240,0,17,2,Minor,4,0,1,0,0,0,0,0,0.75,0,10,86,107,267,287
1882,Nondelay,0,2012-07-25 00:00:00,Bug,48,0,2,12,Minor,3,0,1,3,0,0,0,0,0.8169014084507042,1,7,66,183,175,364
1883,low,14,2012-07-27 00:00:00,NewFeature,691,0,43,7,Minor,2,2,1,1,1,0,0,0,0.5,0,5,30,163,288,77
1884,Nondelay,0,2012-07-27 00:00:00,Bug,39,0,0,6,Major,4,1,1,1,1,0,0,0,0,0,8,84,133,299,372
1885,Nondelay,0,2012-07-30 00:00:00,Story,7,0,12,21,Minor,2,0,1,1,0,0,0,2,0,0,8,95,193,272,283
1886,Nondelay,0,2012-07-31 00:00:00,NewFeature,415,0,60,15,Minor,16,0,1,2,0,0,0,0,0,0,4,27,169,267,90
1887,Nondelay,0,2012-08-01 00:00:00,Story,63,0,2,13,Major,1,0,1,2,2,0,1,0,0,0,8,93,184,266,298
1888,Nondelay,0,2012-08-02 00:00:00,Story,6,0,0,0,Minor,1,0,1,0,0,0,0,0,0.6451612903225806,0,5,43,4,43,62
1889,Nondelay,0,2012-08-02 00:00:00,Improvement,280,0,11,10,Major,3,1,1,4,0,0,0,0,0.3902439024390244,0,10,96,198,287,342
1890,Nondelay,0,2012-08-02 00:00:00,Technical task,0,0,21,22,Minor,0,0,1,1,0,0,0,0,0.65,0,9,88,189,74,392
1891,Nondelay,0,2012-08-02 00:00:00,Technical task,1,1,36,9,Minor,3,0,1,1,0,0,0,0,0.65,0,5,92,173,73,344
1892,low,1,2012-08-03 00:00:00,Technical task,0,0,8,1,Minor,1,2,1,0,1,0,0,0,0.6503496503496503,0,9,13,182,268,300
1893,low,1,2012-08-03 00:00:00,Technical task,0,0,20,24,Minor,1,2,1,0,1,0,0,0,0.6503496503496503,0,9,92,164,257,250
1894,Nondelay,0,2012-08-03 00:00:00,Bug,236,0,47,8,Minor,1,0,1,3,0,0,0,0,0,0,10,95,200,161,49
1895,Nondelay,0,2012-08-03 00:00:00,Story,235,0,17,3,Minor,1,0,1,0,0,0,0,0,0.2619047619047619,0,7,76,138,124,358
1896,Nondelay,0,2012-08-07 00:00:00,Story,41,0,5,3,Major,1,0,1,1,2,1,0,0,0.41818181818181815,0,8,95,121,30,394
1897,Nondelay,0,2012-08-08 00:00:00,Bug,35,0,2,13,Trivial,1,0,1,1,0,0,0,0,0.42081447963800905,0,6,58,182,177,160
1898,Nondelay,0,2012-08-08 00:00:00,Bug,42,0,5,4,Minor,1,0,1,1,0,0,0,0,0.42081447963800905,0,9,12,2,159,161
1899,Nondelay,0,2012-08-08 00:00:00,Story,42,0,5,4,Critical,1,0,1,1,1,0,0,0,0.42081447963800905,0,10,60,128,254,369
1900,Nondelay,0,2012-08-10 00:00:00,Story,172,0,2,14,Minor,8,0,1,4,0,0,0,0,0.4222222222222222,0,6,2,16,263,194
1901,Nondelay,0,2012-08-10 00:00:00,Bug,40,0,4,6,Critical,2,0,1,1,1,0,0,1,0.4222222222222222,0,6,74,182,165,336
1902,low,1,2012-08-13 00:00:00,Story,16,0,23,24,Major,0,2,1,0,1,0,0,0,0.4719626168224299,0,9,76,157,271,147
1903,medium,27,2012-08-13 00:00:00,Task,91,2,55,14,Critical,2,1,1,1,1,0,0,0,0.42290748898678415,0,10,57,156,300,357
1904,Nondelay,0,2012-08-16 00:00:00,Story,229,0,16,0,Minor,2,0,1,0,0,0,0,0,0.27906976744186046,1,10,76,33,205,341
1905,Nondelay,0,2012-08-16 00:00:00,Story,229,0,18,3,Minor,4,0,1,0,0,0,0,0,0.27906976744186046,0,10,94,107,289,318
1906,Nondelay,0,2012-08-16 00:00:00,Bug,0,0,4,7,Minor,1,0,1,1,0,0,0,0,0.42105263157894735,0,2,68,76,252,268
1907,Nondelay,0,2012-08-23 00:00:00,Bug,25,0,2,15,Major,1,0,1,1,0,0,0,0,0.42358078602620086,0,9,4,2,159,161
1908,Nondelay,0,2012-08-23 00:00:00,Story,225,0,16,0,Minor,2,0,1,1,0,0,0,0,0.28888888888888886,0,2,55,149,218,380
1909,Nondelay,0,2012-08-23 00:00:00,Story,225,0,16,0,Minor,2,0,1,0,0,0,0,0,0.28888888888888886,0,3,72,17,283,297
1910,low,14,2012-08-23 00:00:00,Story,20,0,12,14,Minor,0,2,1,3,1,0,0,1,0.6,0,6,67,128,159,342
1911,low,9,2012-08-24 00:00:00,Story,225,0,16,1,Minor,2,2,1,1,1,0,0,0,0.3191489361702128,0,8,84,106,298,306
1912,Nondelay,0,2012-08-24 00:00:00,Story,225,0,16,1,Minor,2,0,1,1,0,0,0,0,0.3191489361702128,0,2,94,143,278,268
1913,medium,70,2012-08-24 00:00:00,Improvement,69,2,78,10,Major,1,0,1,0,1,0,0,0,0.5454545454545454,1,5,52,197,275,314
1914,Nondelay,0,2012-08-27 00:00:00,Story,81,0,4,8,Blocker,1,1,1,1,2,1,1,0,0.5373134328358209,0,9,86,41,277,310
1915,low,8,2012-08-27 00:00:00,Task,50,0,2,16,Major,2,1,1,0,1,0,1,0,0.25925925925925924,0,10,89,177,289,117
1916,medium,27,2012-08-27 00:00:00,Task,84,2,56,11,Blocker,2,1,1,0,2,1,1,0,0.25925925925925924,1,2,92,182,42,317
1917,Nondelay,0,2012-08-29 00:00:00,NewFeature,142,0,58,16,Major,6,0,1,1,3,0,0,0,0.8181818181818182,1,5,80,198,222,81
1918,Nondelay,0,2012-08-30 00:00:00,NewFeature,282,0,0,2,Minor,2,0,1,3,0,0,0,0,0.1,0,9,45,185,291,203
1919,Nondelay,0,2012-08-30 00:00:00,Bug,31,0,0,0,Minor,4,0,1,1,0,0,0,1,0.3333333333333333,0,5,24,79,72,148
1920,Nondelay,0,2012-08-30 00:00:00,Story,0,0,13,14,Major,2,0,1,2,2,1,0,0,0.125,0,8,61,133,20,235
1921,Nondelay,0,2012-08-31 00:00:00,SubTask,173,0,44,9,Minor,0,0,1,3,0,0,0,0,0.7142857142857143,0,10,75,144,280,381
1922,Nondelay,0,2012-09-05 00:00:00,Bug,17,0,13,15,Minor,1,0,1,3,0,0,0,0,0,0,4,94,36,158,339
1923,Nondelay,0,2012-09-06 00:00:00,Bug,218,0,17,3,Major,2,0,1,0,0,0,0,0,0,0,5,40,187,23,281
1924,Nondelay,0,2012-09-06 00:00:00,Story,218,0,17,3,Major,2,0,1,1,0,0,0,0,0,0,10,100,103,9,351
1925,Nondelay,0,2012-09-06 00:00:00,Bug,218,1,17,3,Minor,4,0,1,1,0,0,0,0,0,0,3,94,180,278,236
1926,Nondelay,0,2012-09-06 00:00:00,Bug,218,0,17,3,Minor,2,0,1,1,0,0,0,0,0,0,7,17,167,257,392
1927,Nondelay,0,2012-09-06 00:00:00,Bug,216,1,17,3,Major,4,0,1,1,0,0,0,0,0,0,3,76,187,189,281
1928,Nondelay,0,2012-09-06 00:00:00,Bug,218,0,17,3,Major,4,0,1,1,0,0,0,0,0,0,9,94,170,278,397
1929,Nondelay,0,2012-09-06 00:00:00,Bug,218,0,17,3,Minor,2,0,1,1,0,0,0,0,0,0,1,17,187,270,281
1930,Nondelay,0,2012-09-06 00:00:00,Bug,218,0,17,3,Minor,2,0,1,1,0,0,0,0,0,0,3,99,197,156,379
1931,Nondelay,0,2012-09-07 00:00:00,Improvement,175,0,0,0,Minor,11,0,1,0,1,0,0,0,0.1111111111111111,0,8,96,173,168,368
1932,Nondelay,0,2012-09-10 00:00:00,Story,216,0,16,3,Major,2,0,1,0,0,0,0,0,0,0,5,97,116,226,275
1933,Nondelay,0,2012-09-10 00:00:00,Story,25,0,19,10,Minor,0,0,1,5,0,0,0,0,0.6625,0,5,91,18,291,138
1934,Nondelay,0,2012-09-10 00:00:00,Story,20,0,3,17,Minor,1,0,1,1,1,0,0,0,0.4217391304347826,0,10,63,96,85,365
1935,Nondelay,0,2012-09-11 00:00:00,Story,7,0,0,0,Minor,2,0,1,1,0,0,0,1,0.8571428571428571,0,5,65,131,294,362
1936,Nondelay,0,2012-09-13 00:00:00,Bug,496,0,42,10,Minor,2,0,1,1,0,0,0,1,0.75,0,9,81,155,27,307
1937,Nondelay,0,2012-09-14 00:00:00,Improvement,77,0,78,21,Minor,2,0,1,1,0,0,0,0,0.7777777777777778,1,8,77,162,271,258
1938,Nondelay,0,2012-09-14 00:00:00,Story,5,0,0,0,Blocker,2,0,1,1,0,0,0,0,0,0,9,91,181,241,263
1939,Nondelay,0,2012-09-14 00:00:00,Bug,24,0,12,16,Major,1,1,1,0,0,0,0,2,0.6645962732919255,0,9,65,76,16,195
1940,medium,27,2012-09-17 00:00:00,Task,74,2,56,13,Minor,0,2,1,1,1,0,1,0,0.4199134199134199,0,10,72,177,156,300
1941,medium,27,2012-09-17 00:00:00,Task,74,2,56,13,Critical,0,1,1,0,3,3,0,0,0.4199134199134199,1,7,36,190,287,396
1942,low,14,2012-09-17 00:00:00,Task,40,0,3,18,Critical,2,1,1,0,1,0,0,0,0.4199134199134199,0,9,66,163,241,398
1943,Nondelay,0,2012-09-17 00:00:00,Story,35,0,0,0,Major,2,0,1,1,0,0,0,0,0,0,10,52,187,210,281
1944,Nondelay,0,2012-09-18 00:00:00,Epic,3,0,0,0,Blocker,1,0,1,1,0,0,0,1,0,0,9,88,38,164,151
1945,Nondelay,0,2012-09-20 00:00:00,NewFeature,114,0,40,11,Minor,4,0,1,0,1,0,0,0,0.7,1,8,80,72,293,290
1946,Nondelay,0,2012-09-20 00:00:00,Bug,13,0,3,18,Minor,1,0,1,2,0,0,0,0,0.27380952380952384,0,6,2,16,263,194
1947,Nondelay,0,2012-09-21 00:00:00,Bug,0,0,4,9,Critical,1,0,1,0,1,0,0,0,0.41452991452991456,0,7,82,148,263,396
1948,Nondelay,0,2012-09-24 00:00:00,Task,19,0,4,8,Minor,2,0,1,1,0,0,0,0,0.41702127659574467,0,8,95,189,92,93
1949,Nondelay,0,2012-09-26 00:00:00,Bug,155,0,3,20,Major,3,0,1,3,0,0,0,0,0.8082191780821918,0,7,48,183,54,246
1950,Nondelay,0,2012-09-27 00:00:00,NewFeature,4,0,4,11,Minor,2,0,1,0,0,0,0,0,0.2708333333333333,0,6,59,182,195,291
1951,Nondelay,0,2012-09-27 00:00:00,Bug,22,1,100,1,Minor,6,0,1,0,0,0,0,0,0,0,5,94,170,16,362
1952,Nondelay,0,2012-09-27 00:00:00,Bug,13,0,100,1,Minor,2,0,1,0,0,0,0,0,0,0,3,94,191,289,397
1953,Nondelay,0,2012-09-27 00:00:00,Bug,13,0,100,1,Minor,2,0,1,0,0,0,0,0,0,0,3,94,170,278,397
1954,Nondelay,0,2012-10-02 00:00:00,Story,122,0,3,20,Minor,1,0,1,3,1,1,0,0,0.4194915254237288,0,9,2,16,263,194
1955,Nondelay,0,2012-10-02 00:00:00,Story,0,0,3,20,Minor,4,0,1,1,0,0,0,0,0.4194915254237288,1,8,89,10,254,173
1956,low,5,2012-10-07 00:00:00,Bug,6,1,1,4,Minor,1,2,1,1,1,0,0,0,0,0,10,87,1,291,360
1957,low,4,2012-10-07 00:00:00,Story,5,1,1,4,Minor,0,2,1,0,1,0,0,0,0.638095238095238,0,10,65,56,261,258
1958,low,3,2012-10-07 00:00:00,Story,4,1,1,4,Minor,0,2,1,0,1,0,0,0,0.6346153846153846,0,10,78,170,266,381
1959,low,7,2012-10-07 00:00:00,Story,8,1,1,4,Minor,0,2,1,1,1,0,0,1,0.6224489795918368,0,4,98,188,98,372
1960,low,3,2012-10-07 00:00:00,Story,4,1,1,4,Minor,0,2,1,0,1,0,0,0,0.6224489795918368,1,9,88,84,261,327
1961,Nondelay,0,2012-10-09 00:00:00,NewFeature,0,0,0,0,Minor,0,0,0,0,0,0,0,0,0,1,4,83,57,217,364
1962,Nondelay,0,2012-10-09 00:00:00,Bug,0,0,0,0,Major,0,0,0,0,0,0,0,0,0,1,4,31,125,282,334
1963,Nondelay,0,2012-10-09 00:00:00,Story,0,1,0,0,Minor,0,0,0,0,0,0,0,0,0,0,7,76,78,218,344
1964,Nondelay,0,2012-10-09 00:00:00,NewFeature,0,0,0,0,Minor,1,0,0,0,0,0,0,0,0,4,3,83,57,266,321
1965,Nondelay,0,2012-10-10 00:00:00,Bug,45,0,72,22,Blocker,2,0,1,1,0,0,0,0,0.5652173913043478,0,9,13,164,280,250
1966,Nondelay,0,2012-10-10 00:00:00,Bug,0,0,12,14,Minor,1,0,1,1,0,0,0,1,0.6041666666666666,0,2,23,155,72,262
1967,Nondelay,0,2012-10-10 00:00:00,Bug,11,0,12,14,Minor,9,0,1,1,0,0,0,2,0.6041666666666666,0,7,83,199,292,308
1968,Nondelay,0,2012-10-10 00:00:00,Bug,0,0,12,14,Minor,1,0,1,1,0,0,0,1,0.6041666666666666,0,6,83,195,299,357
1969,Nondelay,0,2012-10-10 00:00:00,Bug,218,0,72,22,Minor,7,0,1,3,4,0,0,1,0,0,1,76,82,10,159
1970,Nondelay,0,2012-10-10 00:00:00,Story,84,1,5,9,Minor,0,0,1,5,0,0,0,0,0.6224489795918368,0,9,88,84,58,228
1971,Nondelay,0,2012-10-11 00:00:00,Bug,11,0,68,23,Minor,1,0,1,1,1,0,0,1,0,0,7,84,59,34,197
1972,Nondelay,0,2012-10-14 00:00:00,Story,9,0,12,15,Minor,1,0,1,0,0,0,0,2,0.6274509803921569,0,8,24,79,72,48
1973,Nondelay,0,2012-10-15 00:00:00,Bug,262,0,0,1,Minor,4,0,1,3,1,0,0,13,0,0,2,55,180,245,384
1974,Nondelay,0,2012-10-16 00:00:00,Bug,164,0,67,22,Major,5,0,1,3,2,0,0,1,0.3888888888888889,0,3,52,184,275,396
1975,low,1,2012-10-16 00:00:00,Bug,0,0,4,9,Blocker,1,2,1,0,1,0,0,0,0.41596638655462187,0,5,74,118,231,306
1976,Nondelay,0,2012-10-17 00:00:00,NewFeature,57,0,60,14,Minor,8,0,1,3,0,0,0,0,0,0,2,31,53,117,346
1977,Nondelay,0,2012-10-18 00:00:00,Story,10,1,30,5,Minor,2,0,1,0,0,0,0,0,0.4444444444444444,0,5,50,196,231,289
1978,Nondelay,0,2012-10-18 00:00:00,Story,141,0,50,5,Minor,3,0,1,1,1,0,0,1,0.18181818181818182,0,7,51,135,274,313
1979,Nondelay,0,2012-10-26 00:00:00,Bug,9,0,16,2,Trivial,2,0,1,0,0,0,0,0,0,0,2,67,116,274,207
1980,Nondelay,0,2012-10-26 00:00:00,Bug,0,1,5,5,Minor,0,0,1,0,0,0,0,0,0.6415094339622641,0,9,8,104,216,350
1981,Nondelay,0,2012-10-29 00:00:00,Story,18,1,33,3,Minor,1,0,1,4,0,0,0,0,0.6388888888888888,0,9,5,34,44,169
1982,Nondelay,0,2012-10-29 00:00:00,Bug,197,0,58,13,Minor,8,0,1,4,1,0,0,1,0,0,2,81,89,103,103
1983,Nondelay,0,2012-10-29 00:00:00,Improvement,141,0,38,9,Minor,1,0,1,1,1,0,0,0,0.08333333333333333,0,7,90,169,299,382
1984,Nondelay,0,2012-10-30 00:00:00,Improvement,19,0,56,14,Minor,2,0,1,1,1,0,0,1,0,0,1,64,192,280,70
1985,Nondelay,0,2012-10-30 00:00:00,Improvement,128,0,53,13,Minor,2,0,1,1,0,0,0,1,0,0,1,74,122,266,364
1986,Nondelay,0,2012-10-30 00:00:00,Task,402,0,0,0,Blocker,1,0,1,2,0,0,0,0,0,0,9,97,179,63,302
1987,Nondelay,0,2012-10-31 00:00:00,Bug,64,0,10,7,Major,2,0,1,0,0,0,0,0,0.2653061224489796,0,2,20,182,203,392
1988,low,14,2012-11-01 00:00:00,Task,17,0,3,11,Minor,1,2,1,0,1,0,0,0,0.41841004184100417,0,10,80,139,181,257
1989,Nondelay,0,2012-11-08 00:00:00,Improvement,18,1,0,0,Minor,1,0,1,1,1,0,0,1,0,0,9,92,190,206,101
1990,Nondelay,0,2012-11-13 00:00:00,Story,320,0,11,12,Minor,1,0,1,1,2,1,1,1,0.4482758620689655,0,10,77,164,297,250
1991,Nondelay,0,2012-11-14 00:00:00,Bug,133,0,14,1,Minor,2,0,1,1,0,0,0,1,0,0,9,88,102,242,392
1992,Nondelay,0,2012-11-15 00:00:00,Story,2,0,5,5,Minor,0,0,1,0,0,0,0,0,0.6272727272727273,0,8,93,82,274,39
1993,medium,27,2012-11-20 00:00:00,Technical task,31,1,0,0,Major,5,2,2,1,1,0,0,0,0,0,9,68,182,286,374
1994,medium,20,2012-11-20 00:00:00,Technical task,24,2,0,0,Major,1,2,1,0,1,0,0,0,0,0,9,68,131,262,138
1995,medium,20,2012-11-20 00:00:00,Story,24,2,0,0,Major,1,2,1,0,1,0,0,0,0,0,7,96,83,264,220
1996,Nondelay,0,2012-11-26 00:00:00,Bug,253,0,0,1,Minor,4,0,1,4,0,0,0,2,0,0,7,29,119,174,347
1997,Nondelay,0,2012-11-27 00:00:00,Story,1,0,5,6,Minor,1,0,1,0,0,0,0,0,0.625,0,5,59,116,274,207
1998,Nondelay,0,2012-11-28 00:00:00,Story,1,0,5,6,Minor,0,0,1,0,0,0,0,0,0.6283185840707964,0,5,91,18,26,39
1999,Nondelay,0,2012-11-28 00:00:00,Story,1,0,5,6,Minor,0,0,1,0,0,0,0,0,0.6283185840707964,0,5,91,18,26,39
2000,Nondelay,0,2012-11-28 00:00:00,Story,1,1,0,3,Minor,1,0,1,0,0,0,0,0,0.6283185840707964,0,4,99,115,264,7
2001,Nondelay,0,2012-11-28 00:00:00,Story,0,0,5,6,Minor,1,0,1,0,0,0,0,0,0.6283185840707964,0,5,91,116,274,207
2002,Nondelay,0,2012-11-29 00:00:00,Bug,0,0,0,0,Minor,1,0,1,0,0,0,0,0,0.6324786324786325,1,8,65,56,215,187
2003,Nondelay,0,2012-11-29 00:00:00,Bug,0,0,5,8,Minor,0,0,1,0,0,0,0,0,0.6324786324786325,0,5,1,108,274,218
2004,Nondelay,0,2012-11-29 00:00:00,Bug,0,2,5,8,Minor,0,0,1,1,0,0,0,0,0.6324786324786325,0,5,59,116,274,176
2005,Nondelay,0,2012-11-29 00:00:00,Code Task,31,0,65,5,Major,3,0,1,0,0,0,0,1,0.391304347826087,0,3,38,187,19,329
2006,Nondelay,0,2012-11-29 00:00:00,Bug,1,0,0,0,Minor,0,0,1,0,0,0,0,0,0.6324786324786325,0,5,96,125,266,387
2007,Nondelay,0,2012-11-29 00:00:00,Story,9,0,5,8,Minor,1,0,1,1,0,0,0,0,0.6324786324786325,0,6,41,195,41,155
2008,low,6,2012-11-29 00:00:00,Improvement,263,0,0,21,Minor,3,2,1,1,1,0,0,0,0,0,3,72,84,261,368
2009,medium,47,2012-11-29 00:00:00,Epic,0,2,0,0,Major,1,0,1,1,1,0,0,1,0.43333333333333335,0,8,82,121,260,348
2010,Nondelay,0,2012-11-30 00:00:00,Bug,125,0,11,13,Minor,1,0,1,1,0,0,0,1,0,0,2,25,133,299,377
